procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 47116632  11036  68912    0    0   384    12 220406 230464 17  5 76  0  2	
11  0      0 47115888  11036  68912    0    0   432     0 218461 229040 17  5 76  0  2	
 9  0      0 47115640  11036  68912    0    0   288    36 217003 227036 17  5 75  0  2	
11  0      0 47115268  11036  68912    0    0   368     0 217996 227631 16  5 76  0  2	
 8  0      0 47115268  11036  68916    0    0   384     0 220435 229712 17  5 76  0  2	
10  0      0 47114772  11044  68916    0    0   336    24 218378 229061 16  5 76  0  2	
 8  0      0 47114524  11044  68916    0    0   368     0 216838 225817 16  5 77  0  2	
 8  0      0 47113028  11044  68916    0    0   352     0 218970 228874 16  5 76  0  2	
 8  0      0 47112276  11044  68916    0    0   368     0 217122 226562 17  5 76  0  2	
10  0      0 47111656  11044  68916    0    0   352     0 220246 229409 16  6 76  0  2	
 9  0      0 47111532  11044  68916    0    0   320     0 221082 230407 16  6 76  0  2	
10  0      0 47111036  11052  68916    0    0   384    16 220246 229567 16  5 77  0  2	
 8  0      0 47110788  11052  68916    0    0   480     0 220206 229734 16  5 77  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 47110416  11052  68916    0    0   208     0 221403 229888 16  5 76  0  2	
 9  0      0 47110292  11052  68920    0    0   320     0 217198 226882 17  4 76  0  2	
 8  0      0 47110556  11052  68924    0    0   288     0 220350 229616 16  6 75  0  2	
 9  0      0 47110060  11060  68924    0    0   320    20 218824 227496 17  5 76  0  2	
10  0      0 47109812  11060  68924    0    0   400     0 219245 228953 17  5 76  0  2	
10  0      0 47109688  11060  68924    0    0   384     0 217410 227924 18  4 75  0  2	
 8  1      0 47109192  11060  68924    0    0   448     0 217054 228898 17  5 76  0  2	
 8  0      0 47108944  11060  68924    0    0   352     0 218932 228874 17  5 76  0  2	
11  0      0 47108416  11060  68924    0    0   288     0 220366 229153 17  5 75  0  2	
 8  0      0 47108044  11068  68924    0    0   400    12 219518 229717 18  5 75  0  2	
11  0      0 47107796  11068  68924    0    0   528     0 218151 228782 18  5 75  0  2	
 8  0      0 47107672  11068  68924    0    0   192     0 219317 229114 17  5 76  0  2	
11  0      0 47107300  11068  68924    0    0   288     0 219445 228965 18  4 76  0  2	
 9  0      0 47107176  11068  68924    0    0   336     0 217877 226193 16  5 77  0  3	
12  0      0 47106804  11076  68924    0    0   400    12 215884 224558 18  4 76  0  2	
10  0      0 47106184  11076  68924    0    0   256     0 219479 228983 18  5 75  0  2	
 9  0      0 47105936  11076  68924    0    0   352     0 219151 229415 16  5 77  0  2	
 9  0      0 47105688  11076  68924    0    0   368     0 219516 229128 17  4 77  0  2	
10  0      0 47105316  11076  68924    0    0   416     0 219403 229946 18  5 75  0  2	
 9  0      0 47105192  11084  68924    0    0   416    12 220539 229159 16  5 77  0  2	
10  0      0 47104820  11084  68924    0    0   352    16 220145 229078 17  5 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 47104076  11084  68924    0    0   336     0 219973 229133 17  5 76  0  2	
 9  0      0 47103704  11084  68924    0    0   384     0 219299 229437 16  5 76  0  2	
10  0      0 47103580  11084  68924    0    0   368     0 217009 226209 17  5 76  0  2	
 9  0      0 47103456  11084  68924    0    0   224     0 217652 229267 17  4 76  0  2	
11  0      0 47103208  11092  68924    0    0   320    52 217406 226493 18  5 75  0  2	
 9  0      0 47102712  11092  68928    0    0   304     0 217942 227740 17  5 75  0  2	
10  0      0 47102464  11092  68928    0    0   352     0 219051 228973 17  5 76  0  2	
 8  0      0 47102092  11092  68928    0    0   432     0 218559 228967 16  5 76  0  2	
 9  0      0 47101720  11092  68928    0    0   208     0 217995 229128 16  5 77  0  2	
10  0      0 47101348  11100  68924    0    0   416    28 220048 229192 15  4 78  0  2	
11  0      0 47101224  11100  68928    0    0   352     0 217764 228936 17  5 76  0  2	
11  0      0 47100604  11100  68928    0    0   352     0 218146 229680 17  5 76  0  2	
10  0      0 47099984  11100  68928    0    0   512     0 217237 225699 15  4 78  0  3	
 8  0      0 47099860  11100  68928    0    0   320     0 218379 229041 17  5 76  0  2	
 9  0      0 47099364  11100  68928    0    0   432     0 216499 228246 17  4 76  0  2	
 9  0      0 47098992  11108  68928    0    0   240    16 218449 226960 17  5 76  0  2	
 9  0      0 47098868  11108  68928    0    0   320     0 219135 229782 16  4 77  0  2	
10  0      0 47098620  11108  68928    0    0   272     0 219277 229059 18  4 76  0  2	
11  0      0 47098124  11108  68928    0    0   608     0 217470 228110 17  5 75  0  2	
 8  0      0 47098000  11108  68928    0    0   368     0 217711 228149 16  4 77  0  2	
11  0      0 47097256  11116  68924    0    0   384    12 219421 229295 16  5 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 47096760  11116  68928    0    0   400     0 218260 228994 16  5 76  0  2	
 9  0      0 47096636  11116  68932    0    0   400     0 217771 225866 17  5 76  0  2	
 9  0      0 47096140  11116  68932    0    0   400     0 219952 228821 17  5 76  0  2	
12  0      0 47095520  11116  68932    0    0   368     0 217387 226432 18  4 76  0  2	
 8  0      0 47095148  11124  68932    0    0   352    12 219592 228503 16  6 76  0  2	
 9  0      0 47094776  11124  68932    0    0   352     0 218373 229349 16  5 76  0  2	
 9  0      0 47094404  11124  68932    0    0   272     0 219104 229093 17  5 76  0  2	
11  0      0 47094280  11124  68932    0    0   288     0 218944 229499 16  4 77  0  2	
 9  0      0 47093908  11124  68932    0    0   416     0 219167 229223 17  5 76  0  2	
 9  0      0 47093536  11124  68932    0    0   416    16 219325 229483 17  5 76  0  2	
11  0      0 47093040  11132  68932    0    0   288    24 218467 229864 17  4 76  0  2	
11  0      0 47092916  11132  68932    0    0   304     0 216673 225650 17  4 76  0  3	
 9  0      0 47092668  11132  68932    0    0   240     0 219148 229612 16  5 77  0  2	
 9  0      0 47092544  11132  68932    0    0   208     0 217745 226337 17  4 76  0  3	
 9  0      0 47091800  11132  68932    0    0   288     0 218520 229346 17  5 76  0  2	
11  0      0 47091676  11140  68928    0    0   320    12 218929 229056 16  5 77  0  2	
 9  0      0 47091552  11140  68932    0    0   368     0 218622 228742 17  4 76  0  2	
 8  0      0 47091304  11140  68932    0    0   352     0 218272 230078 17  5 75  0  2	
 9  0      0 47091056  11140  68936    0    0   256     0 218452 228770 16  4 77  0  2	
10  0      0 47090684  11140  68936    0    0   336    24 219250 229413 17  5 77  0  2	
10  0      0 47089940  11140  68936    0    0   368     0 217895 228985 17  5 75  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 47089816  11148  68936    0    0   272    12 217892 226700 17  4 76  0  2	
10  0      0 47089444  11148  68936    0    0   320     0 218023 227187 17  4 76  0  2	
11  0      0 47089072  11148  68936    0    0   480     0 218531 227762 17  5 75  0  2	
 9  0      0 47088824  11148  68936    0    0   320     0 219190 229459 16  5 77  0  2	
10  0      0 47088328  11148  68936    0    0   272     0 219462 229262 17  4 76  0  2	
 9  0      0 47088080  11156  68928    0    0   304    12 219572 228491 17  5 76  0  2	
 8  0      0 47087832  11156  68936    0    0   144     0 218941 229743 17  5 76  0  2	
 8  0      0 47087708  11156  68936    0    0   240     0 218684 229302 16  5 76  0  2	
10  0      0 47087336  11156  68936    0    0   208     0 219436 229641 16  6 76  0  2	
10  0      0 47087088  11156  68936    0    0   352     0 220941 230436 16  6 76  0  2	
 8  0      0 47086716  11156  68936    0    0   320     0 216309 225948 17  4 76  0  3	
 9  0      0 47086468  11164  68936    0    0   256    12 217814 226904 17  6 75  0  2	
10  0      0 47086344  11164  68936    0    0   208     0 218046 228091 17  5 76  0  2	
 9  0      0 47085848  11164  68936    0    0   352     0 218786 229103 16  5 76  0  2	
10  0      0 47085600  11164  68936    0    0   336     0 219074 229720 17  5 76  0  2	
11  0      0 47085104  11164  68936    0    0   352     0 218252 229895 17  5 76  0  2	
 8  0      0 47084856  11172  68932    0    0   336    12 218741 229184 16  5 76  0  2	
 9  0      0 47084732  11172  68936    0    0   224     0 219576 228968 18  4 76  0  2	
10  0      0 47084608  11172  68936    0    0   304     0 218775 229610 16  5 77  0  2	
 8  0      0 47084236  11172  68936    0    0   208    16 219722 229749 17  5 76  0  2	
 8  0      0 47083988  11172  68936    0    0   288     0 217080 226300 17  5 75  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  1      0 47083740  11172  68936    0    0   320    16 219896 229743 16  4 77  0  2	
 9  0      0 47083244  11180  68940    0    0   272     4 215703 226493 18  4 76  0  2	
 8  0      0 47082996  11180  68940    0    0   272     0 218077 228566 18  5 75  0  2	
10  0      0 47082748  11180  68940    0    0   352     0 220401 229556 17  5 75  0  2	
10  0      0 47082252  11180  68940    0    0   368     0 219600 229142 15  6 77  0  2	
 8  0      0 47081880  11180  68940    0    0   272     0 213841 225265 17  4 76  0  2	
10  0      0 47081756  11188  68940    0    0   224    12 219505 229385 16  5 77  0  2	
 9  0      0 47081508  11188  68940    0    0   304     0 217672 229741 17  5 75  0  2	
10  0      0 47081012  11188  68940    0    0   288     0 220406 230695 17  4 77  0  2	
10  0      0 47080640  11188  68940    0    0   288     0 216109 226511 17  5 75  0  2	
 9  0      0 47080640  11188  68944    0    0   320     0 218851 228445 17  4 77  0  2	
 9  0      0 47080268  11196  68936    0    0   208    12 218445 229049 17  5 76  0  2	
10  0      0 47080144  11196  68944    0    0   448     0 218112 229298 16  5 76  0  3	
 9  0      0 47079648  11196  68944    0    0   304     8 221130 230889 16  4 77  0  2	
11  0      0 47079276  11196  68944    0    0   256     0 219012 229444 16  5 76  0  2	
 8  0      0 47078904  11196  68944    0    0   384     0 218520 228778 18  4 76  0  2	
 9  0      0 47078656  11196  68944    0    0   208     0 219380 228538 16  5 76  0  2	
 9  0      0 47078036  11204  68944    0    0   400    12 218887 228397 17  5 75  0  2	
10  0      0 47077788  11204  68944    0    0   384     0 217613 228750 17  5 76  0  2	
 8  0      0 47077540  11204  68944    0    0   256     0 216834 226124 16  5 76  0  2	
 9  0      0 47077292  11204  68944    0    0   208     0 219832 229201 15  5 77  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 47077044  11204  68944    0    0   304     0 217298 226944 18  4 75  0  2	
 9  0      0 47076920  11212  68936    0    0   240    12 220076 229414 17  4 76  0  2	
12  0      0 47076424  11212  68944    0    0   368     0 218408 229133 17  4 76  0  2	
10  0      0 47076300  11212  68944    0    0   256     0 220089 229375 16  6 76  0  2	
10  0      0 47076052  11212  68944    0    0   256     0 216370 226181 18  5 75  0  2	
 9  0      0 47075680  11212  68944    0    0   288     0 219869 229327 17  5 75  0  2	
 9  0      0 47075184  11212  68944    0    0   304     0 219640 229287 16  5 77  0  2	
12  0      0 47073936  11220  68944    0    0   320    12 218845 229595 17  5 75  0  2	
10  0      0 47073028  11220  68944    0    0   304     0 217836 227376 17  5 75  0  2	
 9  0      0 47073028  11220  68944    0    0   256     0 218292 228448 17  4 76  0  2	
 9  0      0 47073448  11220  68944    0    0   368     0 218945 228548 18  5 75  0  2	
11  0      0 47073324  11220  68944    0    0   192     0 218820 228499 16  5 76  0  2	
10  0      0 47073200  11228  68936    0    0   160    20 219281 228971 17  5 76  0  2	
 9  0      0 47073200  11228  68944    0    0   208    16 219471 229214 16  5 76  0  2	
10  0      0 47073076  11228  68944    0    0   240     0 218499 230016 16  5 77  0  3	
 8  0      0 47072828  11228  68944    0    0   272     0 219258 229418 16  5 76  0  2	
 9  0      0 47072332  11228  68944    0    0   224     0 218174 229307 17  5 75  0  2	
 9  0      0 47072208  11228  68944    0    0   304     0 219720 229179 17  5 76  0  2	
 8  0      0 47071836  11236  68944    0    0   272    20 216685 226210 17  4 77  0  3	
10  0      0 47071340  11236  68944    0    0   368     0 218858 227784 17  5 75  0  2	
10  0      0 47071092  11236  68944    0    0   240     0 216492 226756 17  4 76  0  3	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 47071092  11236  68948    0    0   176     0 218638 229230 17  5 76  0  2	
11  0      0 47070844  11236  68948    0    0   272     0 220249 229559 16  4 77  0  2	
10  0      0 47070596  11244  68944    0    0   256    12 218583 229891 18  4 75  0  2	
 8  0      0 47070224  11244  68952    0    0   256     0 219795 229067 16  6 76  0  2	
 9  0      0 47069852  11244  68952    0    0   512     0 219447 228821 16  5 76  0  2	
11  0      0 47069480  11244  68952    0    0   208     0 217791 228805 16  5 76  0  2	
11  0      0 47069108  11244  68952    0    0   192     0 219347 229694 16  5 76  0  2	
10  0      0 47068984  11244  68952    0    0   224    16 216083 225959 17  5 76  0  2	
 8  0      0 47068984  11252  68952    0    0   240    12 218300 228311 16  4 77  0  2	
10  0      0 47068736  11252  68952    0    0   320     0 219263 228538 17  4 76  0  2	
 8  0      0 47068364  11252  68952    0    0   304     0 218628 229318 17  5 75  0  2	
10  0      0 47067868  11252  68952    0    0   336     0 219308 228997 17  5 76  0  2	
 8  0      0 47067620  11252  68952    0    0   240     0 219180 229180 17  5 76  0  2	
10  0      0 47067372  11260  68944    0    0   400    12 217803 228065 17  5 76  0  2	
 8  0      0 47067372  11260  68952    0    0   224     0 216954 228838 17  5 75  0  2	
10  0      0 47067248  11260  68952    0    0   160     0 220041 229115 17  5 76  0  2	
 9  0      0 47067124  11260  68952    0    0   288     0 219516 229726 17  5 76  0  2	
10  0      0 47067000  11260  68952    0    0   256     4 217774 226692 17  4 76  0  3	
 9  0      0 47066628  11260  68952    0    0   288     0 220521 229433 16  5 76  0  2	
 8  1      0 47066132  11268  68952    0    0   368    12 216802 225820 18  5 75  0  2	
 9  0      0 47065636  11268  68952    0    0   240     0 219345 229074 16  5 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 47065388  11268  68952    0    0   272     0 219131 229373 16  5 76  0  2	
 9  0      0 47065264  11268  68952    0    0   208     4 218967 229615 18  5 75  0  2	
 8  0      0 47065016  11268  68952    0    0   144     0 219574 229624 16  5 76  0  2	
 8  0      0 47064892  11276  68944    0    0   208    12 219791 229079 16  5 77  0  2	
10  0      0 47064644  11276  68952    0    0   368     0 219967 229067 16  5 77  0  2	
10  0      0 47064520  11276  68952    0    0   176     0 219133 229548 17  5 76  0  2	
 8  0      0 47064520  11284  68944    0    0   256    16 216711 226417 16  4 77  0  2	
11  0      0 47063900  11284  68952    0    0   208     0 218622 227957 17  5 76  0  2	
10  0      0 47063652  11284  68952    0    0   288     0 217889 227725 18  5 75  0  2	
 8  0      0 47063280  11292  68952    0    0   160    32 219469 228900 16  5 76  0  2	
 8  0      0 47063032  11292  68952    0    0   320     0 219244 229513 17  4 77  0  2	
 9  0      0 47062908  11292  68952    0    0   160     0 219664 229605 17  4 76  0  2	
 9  1      0 47062908  11292  68952    0    0   320     0 219490 229467 16  6 76  0  2	
 7  1      0 47062164  11292  68952    0    0   368     0 219998 228930 17  6 75  0  2	
 9  0      0 47062040  11300  68948    0    0   208    12 219297 229809 17  5 76  0  2	
 9  0      0 47061916  11300  68956    0    0   208     0 219150 229425 17  5 76  0  2	
 8  0      0 47061916  11300  68956    0    0   176     0 216463 225158 16  6 76  0  2	
 8  0      0 47061668  11300  68956    0    0   176    20 217735 227484 17  5 76  0  2	
 8  0      0 47061172  11300  68956    0    0   288     0 218621 228757 17  5 76  0  2	
 9  0      0 47060924  11300  68956    0    0   304     0 219190 229365 17  5 76  0  2	
 8  0      0 47060676  11308  68956    0    0   288    12 219557 229481 17  5 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 47060676  11308  68956    0    0   224     0 219940 229678 18  5 75  0  2	
 8  0      0 47060180  11308  68956    0    0   160     0 218804 229546 16  5 76  0  2	
 9  0      0 47060180  11308  68956    0    0   224     0 219362 229467 17  6 75  0  2	
 9  0      0 47059808  11308  68960    0    0   160     0 218333 229347 17  5 76  0  2	
 8  0      0 47059808  11316  68952    0    0   192    12 219776 229598 17  5 76  0  2	
 9  0      0 47059188  11316  68960    0    0   304     0 216523 226344 18  4 76  0  2	
10  0      0 47058816  11316  68960    0    0   176     0 219714 229707 17  5 75  0  2	
11  0      0 47058816  11316  68960    0    0   176     0 218826 226998 17  5 76  0  3	
 9  0      0 47058816  11316  68960    0    0   240     0 219476 228186 16  5 77  0  2	
 8  0      0 47058692  11316  68960    0    0   304     0 219463 229589 16  5 76  0  2	
 9  0      0 47058568  11324  68960    0    0   192    12 219616 229287 17  4 77  0  2	
10  0      0 47058444  11324  68960    0    0   256     0 218552 228977 18  5 76  0  2	
 8  0      0 47057824  11324  68960    0    0   256     0 218619 230112 16  5 76  0  2	
10  0      0 47057452  11324  68960    0    0   368     0 218668 228394 17  4 76  0  2	
 8  0      0 47057080  11324  68960    0    0   240     0 220315 229192 17  5 75  0  2	
 9  0      0 47056832  11332  68956    0    0   176    16 216813 225939 17  5 76  0  2	
 8  0      0 47055452  11332  68960    0    0   160    16 219482 229817 18  6 74  0  2	
13  0      0 47055172  11332  68964    0    0   384     0 218551 227139 17  5 76  0  2	
 9  0      0 47055172  11332  68964    0    0   208     0 217136 228939 18  5 75  0  2	
11  0      0 47055400  11332  68964    0    0   256     0 220497 230674 16  5 76  0  2	
10  0      0 47055152  11332  68964    0    0   176     0 218657 229550 17  5 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 47054904  11340  68964    0    0   192    36 218457 229504 17  5 75  0  2	
10  0      0 47054656  11340  68964    0    0   272     0 218419 228647 17  5 76  0  2	
11  0      0 47054284  11340  68964    0    0   208     0 217287 226882 17  5 76  0  2	
12  0      0 47054284  11340  68964    0    0   160     0 219527 229799 16  5 76  0  2	
 9  0      0 47054160  11340  68964    0    0   208     0 218589 226048 17  5 76  0  2	
 8  0      0 47054160  11348  68964    0    0   208    12 219679 229188 16  5 77  0  2	
 8  0      0 47054036  11348  68968    0    0   144     0 218677 228003 17  5 76  0  2	
 9  0      0 47053788  11348  68968    0    0   272     0 219768 229652 16  5 77  0  2	
 9  0      0 47053292  11348  68968    0    0   144     0 218681 229228 16  5 77  0  2	
 9  0      0 47053292  11348  68968    0    0   240     0 219137 229910 17  5 76  0  2	
 9  0      0 47052796  11348  68968    0    0   240    24 218772 229313 16  5 77  0  2	
 9  0      0 47052796  11356  68968    0    0   224    12 219374 228933 16  5 76  0  2	
10  0      0 47052672  11356  68968    0    0   208     0 218787 229412 17  5 76  0  2	
11  0      0 47052300  11356  68968    0    0   208     0 220261 228743 17  5 75  0  2	
 9  0      0 47051928  11356  68968    0    0   256     0 217598 226507 17  5 75  0  2	
10  0      0 47051928  11356  68968    0    0   160     0 218779 228373 16  5 76  0  2	
10  0      0 47051928  11364  68960    0    0   224    12 217843 227993 16  4 78  0  2	
 9  0      0 47048208  11364  68972    0    0   288     0 223171 232941 19  7 71  0  2	
 9  0      0 47048208  11364  68972    0    0   176     0 219372 229219 17  5 76  0  2	
10  0      0 47048208  11364  68972    0    0   368     0 218537 229223 16  5 76  0  2	
10  0      0 47048208  11364  68972    0    0   144     0 219986 229044 15  5 77  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  1      0 47048208  11364  68972    0    0   112    16 219700 230126 16  6 76  0  2	
 8  0      0 47048084  11372  68972    0    0   272     4 219719 229667 16  5 76  0  2	
11  0      0 47047960  11372  68972    0    0   256     0 219146 228592 17  5 76  0  2	
 9  0      0 47047960  11372  68972    0    0   208     0 217282 226754 17  5 75  0  2	
 8  0      0 47047836  11372  68976    0    0   224     0 215848 225698 18  4 76  0  2	
 8  0      0 47047776  11372  68976    0    0   176    32 215794 224664 17  5 76  0  2	
10  0      0 47047776  11380  68976    0    0   176    44 217111 227409 18  5 75  0  2	
 9  0      0 47047528  11380  68976    0    0   224     0 218401 228143 17  5 76  0  2	
10  0      0 47047528  11380  68976    0    0   112     0 217961 227319 17  5 76  0  2	
10  0      0 47047528  11380  68976    0    0   272     0 218627 227920 17  5 76  0  2	
11  0      0 47047404  11380  68976    0    0   224     4 218121 227394 17  4 77  0  2	
 8  1      0 47047280  11388  68968    0    0   240    12 216166 227511 18  4 76  0  2	
10  0      0 47047032  11388  68976    0    0   192     0 217587 227228 17  6 75  0  2	
10  0      0 47046784  11388  68976    0    0   208     0 217084 225261 17  4 76  0  2	
10  0      0 47046660  11388  68976    0    0   144     0 216813 226077 18  4 75  0  2	
10  0      0 47046412  11388  68976    0    0   240     0 216231 224806 18  4 76  0  2	
 8  0      0 47046164  11388  68976    0    0   192     0 218406 229818 17  5 76  0  2	
 8  0      0 47046164  11396  68976    0    0   176    12 217617 229503 16  4 77  0  2	
10  0      0 47046164  11396  68976    0    0   176     0 221216 229723 16  5 76  0  2	
 8  0      0 47045792  11396  68980    0    0   192     0 218703 228671 16  5 76  0  2	
10  0      0 47045668  11396  68980    0    0   208    32 219983 229620 16  6 76  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 47045544  11396  68980    0    0   224     0 219334 229032 17  6 75  0  2	
 8  0      0 47045296  11404  68980    0    0   192    20 220311 230720 18  5 75  0  2	
10  0      0 47044676  11404  68980    0    0   240     0 217571 227692 17  5 76  0  2	
 9  0      0 47044428  11404  68980    0    0   192     0 219785 229732 17  5 76  0  2	
 9  0      0 47044428  11404  68980    0    0   256     0 216166 225461 16  5 76  0  2	
 9  0      0 47044428  11404  68980    0    0   208     0 217647 226832 16  5 77  0  2	
 9  0      0 47044272  11404  68980    0    0   352     0 219631 228564 16  5 76  0  2	
10  0      0 47043776  11412  68980    0    0   208    12 217412 226717 17  5 76  0  2	
10  0      0 47043280  11412  68980    0    0   272     0 220654 229040 17  5 76  0  3	
11  0      0 47043280  11412  68980    0    0   272     4 220370 229228 17  4 77  0  2	
10  0      0 47043280  11412  68980    0    0   208     0 218263 229159 18  5 75  0  2	
10  0      0 47043156  11412  68980    0    0   144     0 219355 229683 17  5 75  0  2	
 8  0      0 47043032  11420  68972    0    0   240    12 217757 226510 18  4 75  0  2	
10  0      0 47042660  11420  68980    0    0   144     0 216929 223766 17  5 75  0  2	
 8  1      0 47042660  11420  68980    0    0   224     8 215786 226753 18  4 75  0  2	
10  0      0 47042412  11420  68980    0    0   256     0 220479 230109 17  5 76  0  2	
 8  0      0 47042288  11420  68980    0    0   224     0 220435 229117 18  5 75  0  2	
 8  0      0 47042040  11420  68980    0    0   208     0 220019 229787 18  5 75  0  2	
 9  0      0 47041668  11428  68980    0    0   224    24 216367 225938 18  4 75  0  2	
10  0      0 47041544  11428  68980    0    0   144     0 215856 224329 18  5 74  0  2	
 9  0      0 47041544  11428  68980    0    0   176     4 215475 223593 18  5 75  0  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 47040924  11428  68980    0    0   192     0 218526 227949 18  5 75  0  2	
11  0      0 47040800  11428  68980    0    0   288     0 216261 225933 19  4 75  0  2	
10  0      0 47040428  11436  68972    0    0   176    12 215030 223636 17  5 75  0  2	
11  0      0 47040304  11436  68980    0    0   256     0 214403 223359 18  4 75  0  2	
10  0      0 47040180  11436  68980    0    0   160     0 218824 227396 18  4 75  0  2	
 8  0      0 47040056  11436  68984    0    0   176     0 221064 229436 17  5 76  0  2	
 8  0      0 47039932  11436  68984    0    0   208     0 220596 230075 16  5 77  0  2	
 8  0      0 47039932  11436  68984    0    0   240     0 218351 227192 17  5 76  0  2	
 9  0      0 47039808  11444  68984    0    0   176    12 215529 225346 18  5 75  0  2	
 9  0      0 47039560  11444  68984    0    0   160     0 215051 224203 18  5 75  0  2	
 8  0      0 47039188  11444  68984    0    0   160     0 216678 227385 18  5 75  0  2	
10  0      0 47039064  11444  68988    0    0   144     0 215801 225197 18  4 75  0  2	
11  0      0 47038940  11444  68988    0    0   272     0 216424 224552 18  5 75  0  2	
 9  0      0 47038568  11452  68980    0    0   176    12 216966 226000 17  4 76  0  2	
10  0      0 47038320  11452  68988    0    0   144    28 215419 224216 17  5 76  0  2	
