procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69386144   7820  72000    0    0 15088     0 56099 56301  1  1 94  4  0	
 2  1      0 69386144   7828  72008    0    0 15376    28 56286 56416  1  1 94  4  0	
 2  0      0 69386144   7828  72008    0    0 15264     0 56863 57089  1  0 94  4  0	
 1  1      0 69386144   7828  72008    0    0 15040     0 56393 56608  1  1 95  4  0	
 1  1      0 69386144   7828  72008    0    0 15296     0 57549 57778  1  0 95  4  0	
 2  0      0 69386144   7828  72012    0    0 14656     0 57803 58088  1  1 94  4  0	
 2  1      0 69386144   7828  72012    0    0 14464    16 58082 58252  1  1 94  4  0	
 2  0      0 69386144   7836  72004    0    0 15264    28 57429 57731  1  0 94  4  0	
 3  0      0 69386144   7836  72004    0    0 14832     0 57994 58266  1  0 95  4  0	
 1  1      0 69386144   7836  72012    0    0 15104     0 56107 56330  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69386144   7836  72012    0    0 15792     0 57350 57607  1  0 94  4  0	
 3  0      0 69386144   7836  72016    0    0 14832     0 57050 57328  1  1 94  4  0	
 4  0      0 69386144   7844  72016    0    0 15168    12 56823 57081  1  0 95  4  0	
 2  0      0 69386144   7844  72016    0    0 14928     0 55576 55850  1  1 94  4  0	
 1  1      0 69386144   7844  72016    0    0 14880     0 57849 58090  1  1 94  4  0	
 1  1      0 69386144   7844  72016    0    0 14928     0 57684 57925  1  1 94  4  0	
 3  0      0 69386144   7844  72016    0    0 14096     0 57975 58267  1  1 94  4  0	
 1  1      0 69386144   7844  72016    0    0 14560     0 57411 57700  1  1 94  4  0	
 3  0      0 69386144   7852  72008    0    0 15024    12 56831 57095  1  0 94  4  0	
 3  0      0 69386144   7852  72008    0    0 15056     0 56557 56830  1  0 95  4  0	
 4  0      0 69386144   7852  72008    0    0 15216     0 56833 57116  1  0 94  4  0	
 0  2      0 69386144   7852  72008    0    0 14656     0 57362 57611  1  0 95  4  0	
 2  0      0 69386144   7852  72008    0    0 15856     0 56317 56593  1  1 94  4  0	
 2  1      0 69386144   7860  72000    0    0 14736    12 55990 56254  1  1 94  4  0	
 3  0      0 69386144   7860  72000    0    0 14576     0 58510 58781  1  1 94  4  0	
 2  1      0 69386144   7860  72016    0    0 15376     0 56648 56973  1  0 95  4  0	
 3  0      0 69386144   7860  72016    0    0 15488     0 57774 58016  1  1 94  4  0	
 0  2      0 69386144   7860  72016    0    0 14976     0 57762 58017  1  0 95  4  0	
 2  1      0 69386144   7864  72016    0    0 14656    16 58241 58534  1  1 94  4  0	
 1  1      0 69386144   7868  72016    0    0 14528     0 56723 57034  1  0 94  4  0	
 1  1      0 69386144   7868  72016    0    0 14752     0 56184 56478  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 69386144   7868  72016    0    0 14848     0 57637 57892  1  0 94  4  0	
 2  0      0 69386144   7868  72016    0    0 15712    16 57269 57578  1  0 95  4  0	
 2  0      0 69386144   7876  72008    0    0 14544    20 57571 57802  1  1 94  4  0	
 2  0      0 69386144   7876  72008    0    0 15024     0 56705 56944  1  0 94  4  0	
 1  1      0 69386144   7876  72020    0    0 14960     0 57573 57822  1  1 95  4  0	
 2  1      0 69386144   7876  72020    0    0 15040     0 56800 57046  1  0 94  4  0	
 2  1      0 69386144   7876  72020    0    0 15760    24 57082 57328  1  0 94  4  0	
 1  1      0 69386144   7876  72020    0    0 15440     0 57051 57328  1  1 94  4  0	
 0  2      0 69386144   7884  72020    0    0 15600    12 56914 57134  1  0 94  4  0	
 3  0      0 69386144   7884  72020    0    0 14816     0 56292 56583  1  1 94  4  0	
 2  1      0 69386144   7884  72020    0    0 14976     0 57652 57930  1  1 94  4  0	
 3  0      0 69386144   7884  72020    0    0 14960     0 57777 58092  1  1 94  4  0	
 1  1      0 69386144   7884  72020    0    0 15168     0 57020 57243  1  0 94  4  0	
 0  2      0 69386144   7892  72012    0    0 14928    12 57290 57567  1  1 95  4  0	
 1  1      0 69386144   7892  72020    0    0 15136     0 56947 57294  1  1 95  4  0	
 2  0      0 69386144   7892  72020    0    0 15408     0 57827 58026  1  1 94  4  0	
 0  2      0 69386144   7892  72020    0    0 15248     0 57004 57241  1  0 95  4  0	
 2  0      0 69386144   7892  72020    0    0 15952     0 57018 57288  1  1 94  4  0	
 2  0      0 69386144   7892  72020    0    0 15264     0 57051 57300  1  1 94  4  0	
 2  0      0 69386144   7900  72012    0    0 15232    12 56106 56492  1  1 94  4  0	
 1  1      0 69386144   7900  72012    0    0 15104     0 56718 56944  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69386144   7900  72012    0    0 15280     0 57059 57335  1  1 94  4  0	
 2  0      0 69386144   7900  72012    0    0 15120     0 56738 56997  1  1 94  4  0	
 0  2      0 69386144   7900  72012    0    0 14752     0 58208 58480  1  0 95  4  0	
 1  1      0 69386144   7908  72024    0    0 15152    12 56901 57181  1  0 94  4  0	
 3  0      0 69386144   7908  72024    0    0 15312     0 56412 56695  1  0 94  4  0	
 3  0      0 69386144   7908  72024    0    0 15312     4 57652 57896  1  0 95  4  0	
 1  1      0 69386144   7908  72024    0    0 15344     0 57171 57466  1  0 94  4  0	
 2  0      0 69386144   7908  72024    0    0 14160     0 57250 57525  1  1 94  4  0	
 4  0      0 69386144   7908  72024    0    0 15440     0 56814 57100  1  0 94  4  0	
 3  0      0 69386144   7916  72016    0    0 16192    12 57068 57412  1  1 94  4  0	
 2  0      0 69386144   7916  72016    0    0 15376    16 55454 55744  1  0 94  4  0	
 2  1      0 69386144   7916  72016    0    0 15088     0 57643 57852  1  1 94  4  0	
 2  1      0 69386144   7916  72016    0    0 16016     0 56146 56444  1  1 94  4  0	
 2  0      0 69386144   7916  72024    0    0 15136     0 57427 57713  1  0 94  4  0	
 2  0      0 69386144   7924  72024    0    0 14832    20 58368 58627  1  0 95  4  0	
 3  0      0 69386144   7924  72024    0    0 14944     0 58420 58690  1  0 95  4  0	
 1  1      0 69386144   7924  72024    0    0 15184     0 56992 57285  1  1 94  4  0	
 1  1      0 69386144   7924  72024    0    0 14944     0 56990 57250  1  0 94  4  0	
 0  2      0 69386144   7924  72028    0    0 15152     0 56749 56991  1  1 94  4  0	
 1  1      0 69385904   7924  72032    0    0 14192     0 57630 57737  1  0 95  4  0	
 2  1      0 69385904   7932  72036    0    0 15296    20 57018 57248  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69385904   7932  72036    0    0 15504     8 56226 56397  1  0 95  4  0	
 2  0      0 69385904   7932  72036    0    0 15024     0 57136 57297  1  1 94  4  0	
 1  1      0 69385904   7932  72036    0    0 15008     0 57475 57603  1  0 95  4  0	
 2  0      0 69385904   7932  72036    0    0 15392     0 57246 57419  1  1 95  4  0	
 0  2      0 69385904   7940  72036    0    0 15920    20 56542 56744  1  1 94  4  0	
 1  1      0 69385904   7940  72036    0    0 14688     0 57560 57744  1  0 95  4  0	
 2  0      0 69385904   7940  72036    0    0 14928     0 57242 57423  1  0 95  4  0	
 2  0      0 69385904   7940  72036    0    0 14816     0 55284 55433  1  1 94  4  0	
 1  1      0 69385904   7940  72036    0    0 14944     0 56863 56952  1  0 95  4  0	
 3  0      0 69385904   7948  72028    0    0 15424    12 55437 55608  1  1 94  4  0	
 2  0      0 69385904   7948  72028    0    0 15904     0 55554 55692  1  0 94  4  0	
 2  1      0 69385904   7948  72028    0    0 15296     0 56214 56347  1  1 94  4  0	
 2  0      0 69385904   7948  72036    0    0 15360     0 56313 56555  1  0 95  4  0	
 1  1      0 69385904   7948  72036    0    0 14320     0 58299 58421  1  1 95  3  0	
 1  1      0 69385904   7948  72036    0    0 14544     0 57967 58126  1  0 95  4  0	
 2  1      0 69385904   7956  72036    0    0 14928    12 55854 56012  1  1 94  4  0	
 2  0      0 69385904   7956  72036    0    0 14608     0 57534 57705  1  0 94  4  0	
 2  1      0 69385904   7956  72036    0    0 15952     0 55932 56058  1  1 94  4  0	
 1  1      0 69385904   7956  72036    0    0 14928     0 56204 56375  1  1 94  4  0	
 1  1      0 69385904   7956  72036    0    0 14640     0 57067 57242  1  1 94  4  0	
 0  1      0 69385904   7964  72028    0    0 14896    16 56207 56381  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 69385904   7964  72028    0    0 15632     0 56104 56295  1  0 94  4  0	
 2  0      0 69385904   7964  72036    0    0 15392     0 56885 57042  1  0 95  4  0	
 0  2      0 69385904   7964  72036    0    0 15904     0 56182 56339  1  0 94  4  0	
 2  0      0 69385904   7964  72036    0    0 15136     0 56773 56958  1  0 94  4  0	
 1  1      0 69385904   7964  72040    0    0 14608     8 57596 57761  1  1 94  3  0	
 1  1      0 69385904   7972  72036    0    0 14656    20 56574 56707  1  1 94  4  0	
 1  1      0 69385904   7972  72036    0    0 15232     0 55953 56078  1  0 94  4  0	
 2  1      0 69385904   7972  72036    0    0 15232     0 56966 57214  1  0 95  4  0	
 1  1      0 69385904   7972  72036    0    0 14480     0 57768 57914  1  1 94  4  0	
 0  2      0 69385904   7972  72036    0    0 15120    16 55603 55767  1  1 94  4  0	
 2  0      0 69385904   7980  72028    0    0 14992    36 57851 58064  1  0 95  3  0	
 2  1      0 69385904   7980  72044    0    0 15168     0 57436 57610  1  1 94  4  0	
 2  0      0 69385904   7980  72044    0    0 15200     0 57094 57280  1  1 94  4  0	
 2  0      0 69385904   7980  72044    0    0 14432     0 57285 57450  1  1 94  4  0	
 3  0      0 69385904   7980  72044    0    0 14928     0 57724 57910  1  1 95  3  0	
 2  0      0 69385904   7980  72044    0    0 14896    28 55540 55674  1  0 94  4  0	
 2  0      0 69385904   7988  72040    0    0 14704    12 56712 56889  1  0 94  4  0	
 4  0      0 69385904   7988  72040    0    0 16432     0 56075 56219  1  0 94  4  0	
 2  0      0 69385904   7988  72040    0    0 15552     0 56658 56888  1  1 94  4  0	
 2  0      0 69385904   7988  72044    0    0 14864     0 56496 56684  1  1 95  4  0	
 3  0      0 69385904   7988  72044    0    0 14976     0 57680 57899  1  0 95  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69385904   7996  72040    0    0 14672    12 56083 56301  1  0 94  4  0	
 2  0      0 69385904   7996  72040    0    0 15392     0 56857 57065  1  0 94  4  0	
 1  1      0 69385904   7996  72040    0    0 14992     0 57509 57723  1  1 94  4  0	
 1  1      0 69385904   7996  72040    0    0 14480     0 56930 57118  1  0 95  4  0	
 0  2      0 69385904   7996  72040    0    0 15520     0 55718 55929  1  0 94  4  0	
 2  1      0 69385904   7996  72040    0    0 15072     0 55898 56102  1  1 94  4  0	
 1  1      0 69385904   8004  72044    0    0 15632    12 56205 56338  1  1 94  4  0	
 3  0      0 69385904   8004  72044    0    0 15392     0 55825 56006  1  1 94  4  0	
 3  0      0 69385904   8004  72044    0    0 14784     0 55606 55797  1  1 94  4  0	
 4  0      0 69385904   8004  72044    0    0 15312     8 56502 56659  1  1 94  4  0	
 3  0      0 69385904   8004  72044    0    0 15280     0 53456 54856  1  1 94  4  0	
 5  0      0 69385904   8012  72044    0    0 15312    20 56825 57014  1  0 95  4  0	
 4  0      0 69385904   8012  72044    0    0 15488     0 56992 57128  1  1 94  4  0	
 2  1      0 69385904   8012  72044    0    0 15136     0 57504 57659  1  1 94  4  0	
 3  0      0 69385904   8012  72044    0    0 15552     8 56883 57049  1  1 94  4  0	
 4  0      0 69385904   8012  72044    0    0 14992     0 57472 57648  1  1 94  3  0	
 4  0      0 69385904   8012  72044    0    0 15216     0 57095 57255  1  1 94  4  0	
 1  1      0 69385904   8020  72036    0    0 15568    20 55581 55803  1  1 94  4  0	
 2  0      0 69385904   8020  72036    0    0 15152     0 57176 57437  1  0 95  4  0	
 1  1      0 69385904   8020  72036    0    0 15328     0 56993 57146  1  0 94  4  0	
 2  0      0 69385904   8020  72044    0    0 14624     0 57533 57727  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69385904   8020  72044    0    0 15568     0 56097 56270  1  1 94  4  0	
 2  1      0 69385904   8028  72036    0    0 14800    12 57877 58056  1  0 95  4  0	
 3  0      0 69385904   8028  72040    0    0 15280     0 57132 57316  1  1 94  4  0	
 2  0      0 69385904   8028  72040    0    0 15424     0 57821 58009  1  1 94  4  0	
 3  0      0 69385904   8028  72040    0    0 15600     0 55829 56006  1  0 94  4  0	
 2  0      0 69385904   8028  72040    0    0 14368     0 56211 56391  1  1 94  4  0	
 3  0      0 69385904   8028  72040    0    0 14496     0 56078 56274  1  1 95  4  0	
 0  2      0 69385904   8036  72032    0    0 15040    16 57266 57441  1  1 94  4  0	
 2  0      0 69385904   8036  72032    0    0 15616    12 56346 56536  1  1 94  4  0	
 1  1      0 69385904   8036  72052    0    0 14368     0 58638 58818  1  0 95  3  0	
 2  0      0 69385904   8036  72052    0    0 15952     0 55901 56107  1  1 94  4  0	
 2  0      0 69385904   8036  72052    0    0 14752     0 57478 57615  1  0 95  4  0	
 2  1      0 69385904   8044  72052    0    0 14928    12 57040 57241  1  0 94  4  0	
 2  0      0 69385904   8044  72052    0    0 15424     0 54582 54980  1  1 94  4  0	
 1  1      0 69385904   8044  72052    0    0 14208     0 56252 56639  1  1 95  3  0	
 3  0      0 69385904   8044  72052    0    0 14000     0 57970 58147  1  1 95  3  0	
 2  0      0 69385904   8044  72052    0    0 13888     0 57071 57326  1  1 95  3  0	
 1  1      0 69385904   8044  72052    0    0 15648     0 54839 55029  1  1 95  4  0	
 1  1      0 69385904   8052  72044    0    0 15184    12 57253 57360  1  1 94  4  0	
 0  2      0 69385904   8056  72052    0    0 15632     8 56842 57023  1  1 95  4  0	
 2  0      0 69385904   8056  72052    0    0 15328     0 57441 57655  1  1 95  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69385904   8056  72052    0    0 14976     0 55929 56217  1  0 94  4  0	
 1  1      0 69385904   8056  72052    0    0 15056     0 55681 56027  1  0 94  4  0	
 0  2      0 69385904   8064  72044    0    0 14560    28 58707 58953  1  0 95  3  0	
 2  1      0 69385904   8068  72040    0    0 15040     8 57085 57317  1  1 94  4  0	
 0  2      0 69385904   8068  72052    0    0 15328     0 57521 57755  1  1 94  4  0	
 1  1      0 69385904   8068  72052    0    0 15264     0 54513 55214  1  0 95  4  0	
 1  1      0 69385904   8068  72052    0    0 15264     0 57221 57381  1  1 95  4  0	
 1  1      0 69385904   8068  72052    0    0 14384     0 58187 58474  1  0 94  4  0	
 1  2      0 69385904   8076  72052    0    0 14848    28 57999 58252  1  1 95  4  0	
 2  0      0 69385904   8076  72052    0    0 15568     0 56498 56687  1  0 94  4  0	
 2  0      0 69385904   8076  72052    0    0 14064     0 58250 58511  1  0 95  3  0	
 1  1      0 69385904   8076  72052    0    0 14800     0 56648 56908  1  0 94  4  0	
 2  0      0 69385904   8076  72052    0    0 15584     0 56403 56665  1  0 94  4  0	
 1  1      0 69385904   8084  72044    0    0 15248    12 57362 57569  1  1 95  4  0	
 2  0      0 69385904   8084  72044    0    0 14832     0 56047 56306  1  1 94  4  0	
 1  1      0 69385904   8084  72044    0    0 15088     0 54824 54966  1  1 94  4  0	
 2  0      0 69385904   8084  72044    0    0 15248     0 55456 55680  1  0 94  4  0	
 2  0      0 69385904   8084  72044    0    0 14768     0 56483 56699  1  1 94  4  0	
 2  0      0 69385904   8084  72056    0    0 14512     4 55737 55946  1  0 94  4  0	
 1  1      0 69385904   8092  72056    0    0 15504    12 57141 57307  1  0 95  4  0	
 2  0      0 69385904   8092  72056    0    0 14960     0 56324 56547  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69385904   8092  72056    0    0 14464     0 53934 54541  1  1 94  4  0	
 2  0      0 69385904   8092  72056    0    0 15744     0 56152 56392  1  1 94  4  0	
 2  0      0 69385904   8092  72056    0    0 14752    20 57784 58152  1  0 94  4  0	
 1  1      0 69385904   8100  72048    0    0 15504    12 54868 55220  1  0 94  4  0	
 2  0      0 69385904   8100  72048    0    0 14992     0 56568 56791  1  1 95  4  0	
 1  1      0 69385904   8100  72048    0    0 14960     0 56828 57006  1  0 94  4  0	
 2  0      0 69385904   8100  72048    0    0 14864     0 57019 57293  1  0 94  4  0	
 1  1      0 69385904   8100  72056    0    0 15184     0 55528 55993  1  1 94  4  0	
 1  1      0 69385904   8100  72056    0    0 15536     0 56917 57094  1  0 94  4  0	
 2  0      0 69385904   8108  72060    0    0 15104    12 53432 54006  1  0 94  4  0	
 1  1      0 69385904   8108  72060    0    0 15264     0 56818 57077  1  1 94  4  0	
 3  0      0 69385904   8108  72060    0    0 14880     0 56886 57175  1  1 94  4  0	
 1  1      0 69385904   8108  72060    0    0 13856    16 52882 54333  1  1 95  3  0	
 1  1      0 69385904   8108  72060    0    0 14448     0 58900 59130  1  0 94  3  0	
 2  0      0 69385904   8116  72052    0    0 14928    28 58755 58242  1  1 94  4  0	
 1  1      0 69385904   8116  72060    0    0 14544     0 57470 57711  1  1 94  4  0	
 2  0      0 69385904   8116  72060    0    0 15104     0 56712 56976  1  1 95  4  0	
 4  0      0 69385904   8116  72060    0    0 16112     0 56430 56688  1  1 94  4  0	
 2  1      0 69385904   8116  72060    0    0 15488     0 57802 58090  1  1 94  4  0	
 0  2      0 69385904   8116  72060    0    0 15440     0 57640 57909  1  0 95  4  0	
 1  1      0 69385904   8124  72052    0    0 15600    12 55942 56267  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 69385904   8124  72052    0    0 15072     0 57444 57706  1  1 94  4  0	
 1  1      0 69385904   8124  72052    0    0 14224     0 57332 57643  1  1 94  4  0	
 3  0      0 69385904   8124  72060    0    0 15120     0 56430 56722  1  1 94  4  0	
 1  1      0 69385904   8124  72060    0    0 15328     0 57585 57857  1  1 94  4  0	
 3  0      0 69385904   8132  72052    0    0 15760    12 54849 55097  1  0 94  4  0	
 1  1      0 69385904   8132  72052    0    0 15120     0 58045 58303  1  0 94  4  0	
 1  1      0 69385904   8132  72060    0    0 15136     0 58231 58545  1  1 94  4  0	
 2  0      0 69385904   8132  72060    0    0 15008     0 57318 57629  1  1 94  4  0	
 1  1      0 69385904   8132  72060    0    0 15184     0 57609 57928  1  1 95  4  0	
 0  2      0 69385904   8132  72060    0    0 14848     0 58265 58499  1  1 94  4  0	
 3  0      0 69385904   8140  72064    0    0 15248    12 57024 57288  1  1 94  4  0	
 4  0      0 69385904   8140  72064    0    0 15504     0 55200 55474  2  0 94  4  0	
 2  0      0 69385904   8140  72064    0    0 15360     0 57214 57368  2  1 94  4  0	
 2  0      0 69385904   8140  72064    0    0 15296     0 57571 57778  1  1 94  4  0	
 1  1      0 69385904   8140  72064    0    0 14944     0 55579 55744  1  1 94  4  0	
 2  1      0 69385904   8148  72056    0    0 14672    12 56686 56888  1  1 94  4  0	
 1  1      0 69385904   8148  72064    0    0 14512     0 57773 57934  1  0 95  4  0	
 3  0      0 69385904   8148  72064    0    0 16064    16 55146 55315  1  1 94  4  0	
 1  2      0 69385904   8148  72064    0    0 15184     0 57777 57942  1  1 95  4  0	
 2  0      0 69385904   8148  72064    0    0 15536     0 55615 55822  1  0 95  4  0	
 3  0      0 69385904   8148  72064    0    0 15168     0 56010 56239  1  0 95  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69385904   8156  72056    0    0 15088    12 57415 57698  1  0 94  4  0	
 3  0      0 69385904   8156  72056    0    0 16048     4 56515 56861  1  1 94  4  0	
 1  1      0 69385904   8156  72056    0    0 15136     0 57830 58165  1  1 94  4  0	
 1  1      0 69385904   8156  72056    0    0 15200     0 57083 57365  1  1 94  4  0	
 0  2      0 69385904   8156  72056    0    0 13680     0 58136 58340  1  1 94  4  0	
 2  0      0 69385776   8164  72064    0    0 14880    16 58038 58335  1  1 94  4  0	
 2  1      0 69385776   8164  72064    0    0 15568     8 56789 56990  1  0 94  4  0	
 2  0      0 69385776   8164  72064    0    0 14832     0 52860 53518  1  1 94  4  0	
 2  1      0 69385776   8164  72064    0    0 14944     0 56169 56320  1  0 94  4  0	
 3  0      0 69385776   8164  72064    0    0 15008     0 57790 57976  1  1 94  4  0	
 2  0      0 69385776   8164  72064    0    0 14832     0 55724 55884  1  1 94  4  0	
 1  1      0 69385776   8172  72068    0    0 15616    24 56385 56522  1  0 94  4  0	
 2  0      0 69385776   8172  72068    0    0 14944     0 56893 57132  1  1 94  4  0	
 2  0      0 69385776   8172  72068    0    0 15248     0 56499 56659  1  1 94  4  0	
 2  0      0 69385776   8172  72068    0    0 14848     0 58260 58431  1  1 95  3  0	
 2  0      0 69385776   8172  72068    0    0 15280     0 57717 57904  1  0 94  4  0	
 3  1      0 69385776   8180  72060    0    0 15024    12 57753 57886  1  0 95  4  0	
 2  1      0 69385776   8180  72060    0    0 16032     0 55965 56226  1  1 94  4  0	
 2  0      0 69385776   8180  72068    0    0 14592     0 56939 57135  1  0 94  4  0	
 1  1      0 69385776   8180  72068    0    0 15136     0 57336 57613  1  1 94  4  0	
 1  1      0 69385776   8180  72068    0    0 14768     0 57630 57774  2  0 94  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 69385776   8180  72072    0    0 14784     8 57526 57676  1  1 94  4  0	
 2  0      0 69385776   8188  72064    0    0 15312     4 55905 56179  1  1 94  4  0	
 2  0      0 69385776   8188  72064    0    0 14240     0 56185 56388  1  1 94  4  0	
 1  1      0 69385776   8188  72064    0    0 14896     0 57312 57430  1  1 94  4  0	
 2  0      0 69385776   8188  72072    0    0 15216     0 54790 55158  1  1 94  4  0	
 1  1      0 69385776   8188  72072    0    0 14096     0 55925 56066  1  1 94  4  0	
 3  0      0 69385776   8196  72064    0    0 15184    12 56530 56711  1  1 94  4  0	
 2  0      0 69385776   8196  72072    0    0 14576     0 55113 55428  1  1 94  4  0	
 2  0      0 69385776   8196  72072    0    0 14192     0 58130 58268  2  1 94  3  0	
 3  0      0 69385776   8196  72072    0    0 14864     0 57174 57376  1  0 95  4  0	
 1  1      0 69385776   8196  72072    0    0 14544     0 57523 57733  2  1 94  4  0	
 1  1      0 69385776   8204  72064    0    0 15024    52 56908 57173  1  0 94  4  0	
 2  0      0 69385776   8204  72064    0    0 14848     0 57531 57866  1  1 94  4  0	
 1  1      0 69385776   8204  72064    0    0 15776     0 56146 56491  1  0 94  4  0	
 1  1      0 69385776   8204  72064    0    0 15520     0 56818 57144  1  1 94  4  0	
 3  0      0 69385776   8204  72064    0    0 15872     0 56855 57263  1  1 94  4  0	
 2  1      0 69385776   8204  72072    0    0 15488    12 56792 57211  1  1 94  4  0	
 1  1      0 69385776   8212  72064    0    0 14912    24 56571 56820  1  0 95  4  0	
 1  1      0 69385776   8212  72064    0    0 15664     0 55867 56043  1  0 94  4  0	
 2  1      0 69385776   8212  72064    0    0 15040     0 57123 57285  1  0 94  4  0	
 2  0      0 69385776   8212  72064    0    0 15696     0 54402 54663  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69385776   8212  72064    0    0 15344     0 57328 57583  1  1 94  4  0	
 1  1      0 69385776   8220  72056    0    0 15472    12 56288 56455  1  0 94  4  0	
 2  0      0 69385776   8220  72056    0    0 15936     0 56270 56531  1  1 94  4  0	
 3  0      0 69385776   8220  72072    0    0 15136     0 55362 55765  1  0 94  4  0	
