procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 47347816   9648  68672    0    0  2067     6 1147  569 24  8 61  7  0	
 2  0      0 47343632   9648  68696    0    0   272     0 77742 78142  2  1 96  0  1	
 3  0      0 47343136   9648  68696    0    0   336     0 78004 79195  1  1 98  0  0	
 3  0      0 47342640   9648  68696    0    0   256     0 78299 79478  2  1 97  0  0	
 2  0      0 47342516   9648  68696    0    0   512     0 77768 79338  1  1 97  0  1	
 2  0      0 47342020   9648  68696    0    0   400     0 76638 78328  1  1 97  0  1	
 2  0      0 47342020   9656  68696    0    0   240    44 76809 77758  2  1 97  0  1	
 3  0      0 47342020   9656  68696    0    0   176     0 77821 78829  2  1 96  0  1	
 2  0      0 47342020   9656  68696    0    0   240     0 78758 79821  2  1 97  0  0	
 2  0      0 47341028   9656  68696    0    0   320     0 78400 79409  2  1 97  0  0	
 2  0      0 47341028   9656  68696    0    0   272     0 78185 79266  1  1 98  0  0	
 2  0      0 47341028   9664  68696    0    0   320    12 78258 79450  2  1 97  0  0	
 2  0      0 47340036   9664  68696    0    0   464     0 77889 79004  1  1 97  0  1	
 3  0      0 47340036   9664  68696    0    0   208     0 78213 79270  2  1 97  0  0	
 2  0      0 47339416   9664  68696    0    0   288     0 77388 79031  1  1 97  0  1	
 2  0      0 47339416   9664  68696    0    0   304     0 76745 77834  1  1 97  0  1	
 3  0      0 47339416   9664  68696    0    0   272     0 77973 78857  1  1 97  0  0	
 3  0      0 47338920   9672  68688    0    0   368    12 77065 77832  1  1 97  0  1	
 2  0      0 47338424   9672  68688    0    0   528     0 77057 77777  1  1 97  0  0	
 3  0      0 47337928   9672  68688    0    0   240     0 76827 77587  1  1 97  0  1	
 2  0      0 47337928   9672  68688    0    0   352     0 77476 78303  1  1 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 47337432   9672  68688    0    0   320     0 77759 78467  2  0 97  0  0	
 2  0      0 47336812   9680  68696    0    0   352    12 77288 78263  2  1 97  0  0	
 2  0      0 47336688   9680  68696    0    0   464     0 78167 79094  2  1 97  0  0	
 2  0      0 47336688   9680  68696    0    0   368     0 79459 80345  2  1 97  0  0	
 3  0      0 47336688   9680  68696    0    0   272     0 79331 80106  2  1 97  0  0	
 3  0      0 47336192   9680  68696    0    0   256     0 76641 77635  2  1 97  0  1	
 2  0      0 47336192   9680  68696    0    0   288     0 77464 78573  1  1 97  0  1	
 2  0      0 47335696   9688  68696    0    0   480    12 77427 79061  2  1 97  0  0	
 2  0      0 47335696   9688  68696    0    0   320    40 77782 79410  1  1 97  0  0	
 2  0      0 47334952   9688  68696    0    0   288     0 76915 79675  2  0 97  0  1	
 3  0      0 47334952   9688  68696    0    0   320     0 77235 79553  2  1 97  0  0	
 2  0      0 47334952   9688  68696    0    0   336     0 77334 78713  2  1 96  0  0	
 3  0      0 47334456   9696  68696    0    0   288    12 77049 78573  1  1 97  0  0	
 2  0      0 47333960   9696  68696    0    0   416    28 77050 78372  2  1 97  0  1	
 2  0      0 47333960   9696  68696    0    0   288     0 76384 77423  1  1 97  0  1	
 2  0      0 47333464   9696  68696    0    0   288     0 76434 77702  1  1 97  0  0	
 2  0      0 47332968   9696  68696    0    0   208     0 76681 77859  2  1 97  0  1	
 3  0      0 47332224   9696  68700    0    0   512     0 74654 76519  1  1 97  0  1	
 2  0      0 47332224   9704  68692    0    0   288    24 76932 78696  2  1 97  0  1	
 2  0      0 47332224   9704  68692    0    0   320     0 77248 78492  2  1 97  0  0	
 3  0      0 47331728   9704  68692    0    0   400     0 77175 78471  1  1 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 47331232   9704  68692    0    0   352     0 77252 78517  1  1 97  0  0	
 3  0      0 47331232   9704  68692    0    0   320     0 76991 78211  1  1 97  0  0	
 3  0      0 47330736   9712  68684    0    0   352    12 76884 78330  1  1 97  0  0	
 2  0      0 47330240   9712  68684    0    0   208     0 76772 77905  2  1 97  0  1	
 2  0      0 47329744   9712  68704    0    0   368     0 79702 80230  1  1 97  0  0	
 2  0      0 47329744   9712  68704    0    0   288     0 78501 79006  1  1 97  0  1	
 2  0      0 47329620   9720  68704    0    0   256    12 79424 80096  2  1 97  0  0	
 3  0      0 47329124   9720  68704    0    0   368     0 78093 78674  2  1 97  0  0	
 2  0      0 47329124   9720  68704    0    0   288     0 78248 78921  1  1 97  0  1	
 2  0      0 47329124   9720  68704    0    0   352     0 78084 78768  1  1 97  0  0	
 2  0      0 47328628   9720  68704    0    0   368     0 77643 78409  2  1 97  0  0	
 2  0      0 47328628   9720  68704    0    0   288     0 78037 78721  2  1 97  0  0	
 2  0      0 47327636   9728  68704    0    0   352    12 76707 77394  1  1 97  0  0	
 2  0      0 47327636   9728  68704    0    0   304     0 76245 76641  2  1 97  0  0	
 2  0      0 47327636   9728  68704    0    0   256     0 75483 75852  1  1 97  0  1	
 2  0      0 47327636   9728  68704    0    0   288     0 76598 76882  1  1 98  0  0	
 2  0      0 47326644   9728  68704    0    0   368     0 76897 77190  2  1 97  0  0	
 2  0      0 47326644   9736  68700    0    0   288    12 77221 77492  1  1 97  0  0	
 2  0      0 47326148   9736  68700    0    0   288     0 76771 77188  1  1 97  0  0	
 2  0      0 47325652   9736  68700    0    0   272     0 77213 77557  2  1 97  0  0	
