procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 42619204  17604 116888    0    0   353  3257   29   44 12  2 81  5  0	
20  0      0 42591304  17604 116908    0    0     0     0 42087 254504 72 19  9  0  0	
19  0      0 42590808  17604 116908    0    0     0     8 4104 258404 79 21  0  0  0	
23  0      0 42590808  17604 116908    0    0    16     0 4125 258011 81 19  0  0  0	
17  0      0 42590684  17604 116908    0    0    48     0 4230 258654 81 19  0  0  0	
21  0      0 42590684  17604 116908    0    0     0     0 4126 257210 80 20  0  0  0	
19  0      0 42590684  17612 116908    0    0    16    24 4144 258819 80 20  0  0  0	
19  0      0 42590684  17612 116908    0    0    16     0 4131 258448 79 21  0  0  0	
17  0      0 42590684  17612 116908    0    0    32     0 4148 257984 80 20  0  0  0	
20  0      0 42590560  17612 116908    0    0    16     0 4128 258410 80 20  0  0  0	
16  0      0 42590560  17612 116908    0    0     0     0 4121 258263 81 19  0  0  0	
19  0      0 42590560  17620 116908    0    0     0    12 4118 258328 79 21  0  0  0	
20  0      0 42590560  17620 116908    0    0     0     0 4089 258341 79 21  0  0  0	
20  0      0 42590560  17620 116908    0    0    32     0 4157 258435 79 20  0  0  0	
21  0      0 42590436  17620 116908    0    0    16     0 4122 258765 79 21  0  0  0	
20  0      0 42590436  17620 116908    0    0    16     0 4138 256537 80 20  0  0  0	
18  0      0 42590436  17620 116908    0    0    16     0 4141 258382 81 19  0  0  0	
18  0      0 42590312  17628 116908    0    0     0    12 4111 258854 81 19  0  0  0	
19  0      0 42590312  17628 116908    0    0     0     0 4116 258675 79 21  0  0  0	
19  0      0 42590312  17628 116908    0    0     0     0 4102 258552 80 20  0  0  0	
20  0      0 42590312  17628 116908    0    0    32     0 4146 258616 79 21  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 42590312  17628 116908    0    0     0     0 4109 258590 80 20  0  0  0	
19  0      0 42590312  17636 116908    0    0     0    12 4124 258466 79 21  0  0  0	
18  0      0 42590312  17636 116908    0    0     0     0 4110 258488 80 20  0  0  0	
18  0      0 42590312  17636 116908    0    0     0     0 4114 258060 79 21  0  0  0	
18  0      0 42590312  17636 116908    0    0     0     0 4111 256254 81 19  0  0  0	
20  0      0 42590312  17636 116908    0    0     0     0 4095 255962 80 20  0  0  0	
18  0      0 42590312  17636 116908    0    0     0     0 4093 258603 80 20  0  0  0	
21  0      0 42590312  17644 116908    0    0    16    64 4135 259112 81 19  0  0  0	
19  0      0 42590312  17644 116908    0    0    16     0 4133 258515 81 19  0  0  0	
16  0      0 42590312  17644 116908    0    0    32     0 4162 258649 81 19  0  0  0	
18  0      0 42590312  17644 116908    0    0     0     0 4111 258491 79 21  0  0  0	
17  0      0 42590312  17644 116912    0    0     0     0 4108 258336 81 19  0  0  0	
18  0      0 42590312  17652 116912    0    0     0    48 4109 257974 80 20  0  0  0	
20  0      0 42590188  17652 116912    0    0    32     0 4157 258431 80 20  0  0  0	
20  0      0 42590188  17652 116912    0    0     0     0 4109 256747 80 20  0  0  0	
19  0      0 42590188  17652 116912    0    0    16     0 4140 258639 80 20  0  0  0	
18  0      0 42590188  17652 116912    0    0    16     0 4132 258331 80 20  0  0  0	
18  0      0 42590188  17652 116912    0    0     0     0 4102 258542 81 19  0  0  0	
17  0      0 42590188  17660 116912    0    0     0    24 4115 258441 79 21  0  0  0	
20  0      0 42590188  17660 116912    0    0    16     0 4152 258508 80 20  0  0  0	
21  0      0 42590188  17660 116912    0    0    16     0 4135 258583 79 21  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 42590188  17660 116912    0    0     0     0 4094 258574 79 21  0  0  0	
19  0      0 42590188  17660 116916    0    0     0     0 4131 258389 80 20  0  0  0	
19  0      0 42590188  17668 116916    0    0     0    20 4121 258321 79 21  0  0  0	
17  0      0 42590188  17668 116916    0    0     0     0 4136 256995 80 20  0  0  0	
20  0      0 42590188  17668 116916    0    0     0     0 4112 258492 80 21  0  0  0	
19  0      0 42590188  17668 116916    0    0     0     0 4104 258619 79 21  0  0  0	
19  0      0 42590188  17668 116916    0    0     0     0 4125 258569 80 20  0  0  0	
16  0      0 42590188  17668 116916    0    0    32     0 4129 257049 80 20  0  0  0	
18  0      0 42590188  17676 116916    0    0    16    20 4165 259472 78 22  0  0  0	
21  0      0 42590188  17676 116916    0    0     0     0 4106 258667 81 19  0  0  0	
17  0      0 42590188  17676 116916    0    0    16     0 4134 258943 80 20  0  0  0	
20  0      0 42590188  17676 116920    0    0    16     0 4115 258427 80 20  0  0  0	
18  0      0 42590188  17676 116920    0    0     0     0 4108 258534 80 20  0  0  0	
19  0      0 42590188  17684 116920    0    0    16    20 4169 257837 78 22  0  0  0	
18  0      0 42590188  17684 116920    0    0     0     0 4109 258484 80 20  0  0  0	
19  0      0 42590188  17684 116920    0    0    16     0 4137 258513 81 19  0  0  0	
16  0      0 42590188  17684 116920    0    0     0     0 4099 258824 79 21  0  0  0	
18  0      0 42590188  17684 116920    0    0    16     0 4133 258808 80 20  0  0  0	
22  0      0 42590188  17692 116920    0    0     0    20 4122 258843 80 20  0  0  0	
19  0      0 42590188  17692 116920    0    0     0     0 4112 258390 79 21  0  0  0	
19  0      0 42590188  17692 116924    0    0     0     0 4106 258684 81 19  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 42590188  17692 116924    0    0     0     0 4098 258490 81 19  0  0  0	
