procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 97505800  10604  69968    0    0  2189  1756   65   83 25  6 62  8  0	
14  6      0 97479016  10604  69988    0    0 175072     0 207622 233716 20  7 38 33  2	
 8  8      0 97465128  10612  69980    0    0 192544    64 198246 229058 21  6 32 39  2	
10  8      0 97462648  10612  69988    0    0 193200     0 199067 231441 22  7 32 37  2	
 8  8      0 97460048  10612  69988    0    0 190000     0 198016 231097 20  8 32 38  2	
10  8      0 97460048  10612  69988    0    0 184912     0 194296 221774 20  6 32 39  2	
 9  8      0 97459424  10612  69988    0    0 186352     0 198067 226752 21  6 32 38  2	
14  7      0 97459424  10612  69988    0    0 170864     0 191937 213386 16  6 32 44  2	
 9  8      0 97459424  10620  69988    0    0 163328    12 191395 207070 14  4 33 47  2	
 9  8      0 97459424  10620  69988    0    0 163312     0 190595 206279 14  4 33 47  2	
11  8      0 97459424  10620  69988    0    0 162080     0 189906 206567 14  5 33 46  2	
 5 12      0 97459424  10620  69988    0    0 164672     0 191960 207355 14  5 34 46  2	
 8 10      0 97459424  10620  69988    0    0 163280     0 191711 207609 16  5 33 45  2	
 6 10      0 97459424  10628  69988    0    0 163312    12 190625 206798 13  5 34 46  2	
 5 11      0 97459424  10628  69988    0    0 163344     0 191157 207307 14  5 33 46  2	
 7  9      0 97459424  10628  69988    0    0 163280     0 189714 204492 13  5 34 47  2	
 5 13      0 97459424  10628  69988    0    0 163408     0 190715 206475 14  4 33 47  2	
 3 13      0 97459424  10628  69988    0    0 163312     0 191437 207473 14  4 33 47  2	
11  6      0 97459424  10628  69988    0    0 163264     0 192108 207503 13  5 34 46  2	
 7  9      0 97459424  10636  69988    0    0 163360    12 190833 206455 15  5 33 45  2	
 9  8      0 97458560  10636  69988    0    0 163376     0 188892 204605 13  5 34 47  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7 10      0 97458560  10636  69988    0    0 163360     0 190221 205590 15  5 33 45  2	
 6 10      0 97458560  10636  69988    0    0 163280     0 190335 205234 14  4 34 47  2	
 8 10      0 97458560  10636  69988    0    0 163360     0 189559 204336 12  4 34 47  2	
 6 10      0 97458560  10644  69988    0    0 163344    12 190432 206437 15  4 33 46  2	
11  7      0 97458304  10644  69988    0    0 163344     0 188948 203380 12  4 34 48  2	
10  8      0 97458304  10644  69988    0    0 163328     0 187965 203696 14  5 34 46  2	
 4 12      0 97458304  10644  69988    0    0 163408     0 189564 203798 12  5 34 48  2	
10  8      0 97458928  10644  69992    0    0 163280     0 192143 208357 14  5 33 46  2	
 7  9      0 97458928  10644  69992    0    0 163296     0 189211 203425 12  5 33 48  2	
12  3      0 97458800  10652  69992    0    0 163312    20 190029 204954 14  5 34 45  2	
11  8      0 97458800  10652  69992    0    0 163392     0 190412 205386 13  5 33 47  2	
10  8      0 97458800  10652  69992    0    0 163344     0 191166 208396 15  5 34 45  2	
 6 10      0 97458800  10652  69996    0    0 163408    48 190708 206703 14  4 34 46  2	
 6 10      0 97458800  10652  69996    0    0 163280     0 188933 204926 15  4 33 46  2	
 6 12      0 97458800  10660  69996    0    0 163312    24 190185 205783 14  4 33 47  2	
 8  9      0 97458800  10660  69996    0    0 163296     0 188380 203188 13  5 33 48  2	
 6 10      0 97458800  10660  69996    0    0 163360     0 188095 202106 14  4 33 47  2	
13  4      0 97458680  10660  69996    0    0 163216     0 190075 203647 13  4 34 47  2	
11  8      0 97458680  10660  69996    0    0 163424     0 191386 207948 14  4 34 46  2	
11  9      0 97458680  10660  69996    0    0 163360     0 189943 204805 12  5 34 47  2	
 9  9      0 97458680  10668  69996    0    0 163344    16 191676 206305 14  5 33 46  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  9      0 97458680  10668  69996    0    0 163312     0 192039 207091 13  5 34 47  2	
11  7      0 97458680  10668  70000    0    0 163312     0 189440 204362 14  4 33 47  2	
 8  8      0 97458680  10668  70000    0    0 163392     0 189857 205559 15  5 33 46  2	
 7  9      0 97458680  10668  70000    0    0 163280     0 189820 204944 14  5 33 47  2	
10  8      0 97458680  10676  70000    0    0 163264    12 190451 205037 13  4 34 47  2	
10  7      0 97458680  10676  70000    0    0 163408     0 188032 204141 17  5 33 44  2	
 9  9      0 97458680  10676  70000    0    0 163280     0 188364 202556 13  4 34 48  2	
 8  9      0 97458680  10676  70000    0    0 163392     0 189813 204151 13  5 33 48  2	
12  7      0 97458680  10676  70000    0    0 163328     0 189570 204539 15  4 32 47  2	
15  3      0 97458680  10676  70000    0    0 163280     0 191288 205872 13  5 33 47  2	
 8  9      0 97458680  10684  70000    0    0 163440    12 189717 205224 13  5 33 47  2	
 4 13      0 97458680  10684  70000    0    0 163408     0 190530 205306 13  4 33 47  2	
13  4      0 97458680  10684  70000    0    0 163008     0 189476 205084 13  5 34 46  2	
 9  9      0 97458680  10684  70000    0    0 163616     0 192288 208329 15  5 34 45  2	
11  7      0 97458680  10684  70000    0    0 163328     0 190862 205566 15  5 33 46  2	
 8 10      0 97458680  10692  70000    0    0 163360    12 190904 207737 15  4 34 45  2	
12  5      0 97458680  10692  70000    0    0 163232    12 191256 206292 14  5 33 47  2	
 9  8      0 97458680  10692  70000    0    0 163360     0 192011 206833 14  5 33 46  2	
 9  7      0 97458680  10692  70000    0    0 163312     0 190566 206339 12  5 34 48  2	
12  6      0 97458680  10692  70000    0    0 163248     0 190694 204976 13  4 34 46  2	
 4 12      0 97458680  10692  70000    0    0 163488     0 190491 205329 13  5 33 47  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  8      0 97458680  10700  70000    0    0 163280    28 190263 205324 15  5 33 46  2	
11  8      0 97458680  10700  70000    0    0 163376    12 190524 205862 14  5 33 46  2	
10  8      0 97458680  10700  70000    0    0 163344     0 187977 204783 14  5 33 47  2	
10  7      0 97458680  10700  70000    0    0 163248     0 190032 204826 13  5 34 47  2	
10  6      0 97458680  10700  70004    0    0 163392     0 190621 206805 13  5 33 47  2	
 6 10      0 97458680  10708  70004    0    0 163376    20 190783 207049 14  4 33 47  2	
 5 12      0 97458680  10708  70004    0    0 163360    36 190934 207802 13  5 33 47  2	
 7 10      0 97458680  10708  70004    0    0 163280     0 189285 204054 13  4 33 48  2	
 6 11      0 97458680  10708  70004    0    0 163312     0 191296 207165 14  5 33 46  2	
 7 10      0 97458680  10708  70004    0    0 163344     0 190977 206399 13  5 34 47  2	
 9  9      0 97458680  10708  70004    0    0 163296     0 191138 207453 14  4 33 46  2	
10  8      0 97458680  10716  70004    0    0 163328    12 189068 204347 13  4 33 48  2	
 4 12      0 97458680  10716  70004    0    0 163392     0 187144 203131 15  5 32 46  2	
10  7      0 97458680  10716  70004    0    0 163232     0 189557 204745 13  5 33 47  2	
 9  9      0 97458680  10716  70004    0    0 163392     0 191122 206184 14  5 33 47  2	
 7 10      0 97458680  10716  70004    0    0 163344     0 189155 204767 16  4 33 47  2	
14  6      0 97458680  10724  70004    0    0 163264    12 190832 206484 14  4 33 46  2	
14  6      0 97458680  10724  70004    0    0 163360     0 189997 205346 13  3 34 47  2	
 6 11      0 97458680  10724  70004    0    0 163392     0 190356 204019 14  4 33 47  2	
12  7      0 97458680  10724  70004    0    0 163248     0 191269 207058 14  4 33 47  2	
11  8      0 97458680  10724  70004    0    0 163360     0 189792 204976 14  4 33 47  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7 12      0 97458680  10728  70000    0    0 163440     8 189592 204476 13  5 34 46  2	
 5 12      0 97458680  10732  70008    0    0 163296     4 189403 203206 14  4 34 47  2	
 7  9      0 97458680  10732  70008    0    0 163248     0 189794 205193 14  4 33 47  2	
 6 10      0 97458680  10732  70008    0    0 163408     0 188391 204490 13  5 33 47  2	
 8  9      0 97458680  10732  70008    0    0 163344     0 190225 206978 14  5 33 47  2	
16  4      0 97458680  10732  70008    0    0 163248     0 189584 204868 13  5 34 46  2	
11  7      0 97458680  10740  70008    0    0 163376    12 190749 206503 15  5 33 46  2	
 7  9      0 97458680  10740  70008    0    0 163424     0 187486 202642 14  4 33 47  2	
12  6      0 97458680  10740  70008    0    0 163248     0 190262 204896 13  5 34 47  2	
13  6      0 97458680  10740  70008    0    0 163344     0 189731 205116 13  5 33 47  2	
15  4      0 97458680  10740  70008    0    0 163280     0 190753 207170 14  5 33 46  2	
 5 11      0 97458680  10748  70008    0    0 163456    12 190380 206077 15  5 34 45  2	
 6 10      0 97458680  10748  70008    0    0 163328     0 191698 207313 13  4 34 46  2	
 8  8      0 97458680  10748  70008    0    0 163296     0 189180 203771 13  4 33 47  2	
 7 11      0 97458680  10748  70008    0    0 163360     0 191402 205832 14  4 34 47  2	
 3 13      0 97458680  10748  70008    0    0 163344    16 189369 204738 14  4 33 47  2	
 6 10      0 97458680  10748  70008    0    0 163264     0 192094 208550 14  5 33 45  2	
 8  9      0 97458680  10756  70012    0    0 163376    20 191534 208041 14  4 34 46  2	
 5 11      0 97458680  10756  70012    0    0 163360     0 190630 207593 15  4 33 45  2	
 9  9      0 97458680  10756  70012    0    0 163312     0 191498 208762 15  5 33 46  2	
 8  8      0 97458680  10756  70012    0    0 163376     0 190392 206113 15  4 33 46  2	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 12      0 97458680  10756  70012    0    0 163360     8 190631 204914 14  5 33 46  2	
 8  8      0 97458680  10764  70012    0    0 163312    12 190050 205037 14  4 33 47  2	
 4 12      0 97458680  10764  70012    0    0 163280     0 188828 203222 12  4 34 48  2	
 6 10      0 97458680  10764  70012    0    0 163360     0 188082 201626 14  5 33 47  2	
10  7      0 97458680  10764  70012    0    0 163280     0 190548 206245 14  4 34 47  2	
 4 12      0 97458680  10764  70012    0    0 163360     0 189856 205086 14  4 34 46  2	
 6 11      0 97458680  10764  70012    0    0 163328     0 189019 203672 13  5 33 47  2	
