procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   7872  69296    0    0 28224    12 36472 36791  1  0 92  7  0	
 0  2      0 97520072   7872  69312    0    0 29152     0 36461 36787  1  0 92  7  0	
 1  1      0 97520072   7872  69312    0    0 29120     0 37606 38049  1  0 92  7  0	
 2  0      0 97520072   7872  69312    0    0 28736     0 36548 36901  1  0 92  7  0	
 0  2      0 97520072   7872  69312    0    0 29200     0 36524 36892  1  0 92  7  0	
 0  2      0 97520072   7872  69312    0    0 28816     0 35940 36282  1  0 92  7  0	
 1  1      0 97520072   7880  69312    0    0 28256    12 37492 37782  1  0 92  7  0	
 2  1      0 97520072   7880  69312    0    0 29152     0 38200 38525  1  0 93  6  0	
 1  1      0 97520072   7880  69312    0    0 28080     0 36787 37166  1  0 92  7  0	
 0  2      0 97520072   7880  69312    0    0 28032     0 35803 36171  1  0 92  7  0	
 0  2      0 97520072   7880  69312    0    0 28048     0 35117 35413  1  0 92  7  0	
 0  2      0 97520072   7888  69304    0    0 28160    12 36232 36560  1  0 92  7  0	
 1  1      0 97520072   7888  69304    0    0 29136     0 35803 36238  1  0 92  7  0	
 1  1      0 97520072   7888  69316    0    0 27376     0 35889 36110  1  0 92  7  0	
 1  1      0 97520072   7888  69316    0    0 28672    20 37494 37848  1  0 92  7  0	
 0  2      0 97520072   7888  69316    0    0 28096     0 35823 36263  1  0 92  7  0	
 1  1      0 97520072   7888  69316    0    0 28848     0 36432 36860  1  0 92  7  0	
 0  2      0 97520072   7896  69316    0    0 29184    28 36086 36515  1  0 92  7  0	
 1  1      0 97520072   7896  69316    0    0 28496     0 37793 38244  1  0 92  7  0	
 1  1      0 97520072   7896  69316    0    0 30416    16 36348 36860  0  0 92  7  0	
 1  1      0 97520072   7896  69316    0    0 28512     0 38118 37953  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   7896  69316    0    0 28752     0 36072 36466  1  0 92  7  0	
 2  0      0 97520072   7904  69308    0    0 28736    12 38950 37505  0  0 92  7  0	
 1  1      0 97520072   7904  69320    0    0 28800     0 38285 37679  0  0 92  7  0	
 1  1      0 97520072   7904  69320    0    0 29664     0 38050 38610  1  0 92  6  0	
 3  0      0 97520072   7904  69320    0    0 29408     0 38087 38455  1  0 92  7  0	
 1  1      0 97520072   7904  69320    0    0 28288     0 37509 37789  1  0 92  7  0	
 0  2      0 97520072   7904  69320    0    0 28272     0 36517 36898  1  0 92  7  0	
 3  0      0 97520072   7912  69312    0    0 28256    12 36271 36690  1  0 92  7  0	
 1  1      0 97520072   7912  69312    0    0 28912     0 37728 38057  1  0 92  7  0	
 2  0      0 97520072   7912  69320    0    0 29376     0 37629 38010  1  0 92  7  0	
 2  0      0 97520072   7912  69320    0    0 28400     0 36404 36853  1  0 92  7  0	
 2  0      0 97520072   7912  69320    0    0 27872     0 36496 36950  1  1 92  7  0	
 2  0      0 97520072   7920  69320    0    0 28688    12 36364 36830  1  0 92  7  0	
 2  1      0 97520072   7920  69320    0    0 29152     0 35340 35760  1  0 92  7  0	
 2  1      0 97520072   7920  69320    0    0 28032     0 36522 36842  1  0 92  7  0	
 2  1      0 97520072   7920  69320    0    0 29392     0 37884 38356  1  0 92  7  0	
 1  2      0 97520072   7920  69320    0    0 29248     0 37796 38181  1  0 92  7  0	
 1  2      0 97520072   7924  69320    0    0 28624    12 36832 37372  1  0 92  7  0	
 0  2      0 97520072   7928  69320    0    0 28352     4 37031 37511  1  0 92  7  0	
 3  0      0 97520072   7928  69320    0    0 30272     0 37125 37672  0  0 92  7  0	
 0  2      0 97520072   7928  69320    0    0 28688     0 36216 36682  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   7928  69320    0    0 29456     0 37151 37719  1  0 92  7  0	
 2  0      0 97520072   7936  69312    0    0 28192    12 36289 36832  1  0 92  7  0	
 0  2      0 97520072   7936  69312    0    0 28976     0 37436 38024  1  0 92  7  0	
 0  2      0 97520072   7936  69312    0    0 28272     0 36952 37258  1  0 92  7  0	
 2  0      0 97520072   7936  69312    0    0 29920     0 37313 37603  1  0 92  7  0	
 1  1      0 97520072   7936  69312    0    0 29136     0 37250 37616  1  0 92  7  0	
 1  1      0 97520072   7936  69312    0    0 28864     0 38008 38412  1  0 92  7  0	
 1  1      0 97520072   7944  69324    0    0 29600    12 37667 38050  1  0 92  7  0	
 1  1      0 97520072   7944  69324    0    0 27984    16 35922 36247  1  0 92  7  0	
 1  1      0 97520072   7944  69324    0    0 27376     0 34356 34643  1  0 92  7  0	
 0  2      0 97520072   7944  69324    0    0 28032     0 36585 36950  1  0 92  7  0	
 2  0      0 97520072   7944  69324    0    0 29120     0 37508 37854  1  0 92  7  0	
 1  1      0 97520072   7952  69324    0    0 29440    20 36378 36827  1  0 92  7  0	
 1  1      0 97520072   7952  69324    0    0 28112    12 38231 38556  1  0 92  6  0	
 0  2      0 97520072   7952  69324    0    0 28592     0 37944 38263  1  0 92  7  0	
 1  2      0 97520072   7952  69324    0    0 28160     0 36549 36937  1  0 92  7  0	
 1  1      0 97520072   7952  69324    0    0 28720     0 37502 37797  1  0 92  7  0	
 2  1      0 97520072   7952  69324    0    0 29328     0 36911 37300  1  0 92  7  0	
 1  1      0 97520072   7960  69320    0    0 28544    12 37517 37943  1  0 92  7  0	
 0  2      0 97520072   7960  69320    0    0 29008     0 37577 37883  1  0 92  7  0	
 1  1      0 97520072   7960  69320    0    0 28752     0 37027 37439  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 97520072   7960  69324    0    0 28304     0 36141 36540  1  0 92  7  0	
 3  0      0 97520072   7960  69324    0    0 28080     0 37575 37895  1  0 92  7  0	
 1  1      0 97520072   7968  69328    0    0 28112    16 35226 35728  1  0 92  7  0	
 2  1      0 97520072   7968  69328    0    0 27888     0 36846 37228  1  0 92  7  0	
 0  2      0 97520072   7968  69328    0    0 27152     0 36051 36337  1  0 92  7  0	
 0  2      0 97520072   7968  69328    0    0 29296     0 37394 37832  1  0 92  7  0	
 2  0      0 97520072   7968  69328    0    0 28336     0 36284 36701  1  0 92  7  0	
 1  1      0 97520072   7968  69328    0    0 29440     4 37681 38060  1  0 92  7  0	
 1  1      0 97520072   7976  69324    0    0 29584    12 37394 37838  1  0 92  7  0	
 0  2      0 97520072   7976  69324    0    0 29520     0 36553 36831  0  0 92  7  0	
 2  0      0 97520072   7976  69328    0    0 29040     0 36626 36924  1  0 92  7  0	
 2  0      0 97520072   7976  69328    0    0 28864     0 36326 36715  1  0 92  7  0	
 2  0      0 97520072   7976  69328    0    0 27568     0 36728 36564  1  0 92  7  0	
 1  1      0 97520072   7984  69320    0    0 28960    12 36509 36907  0  0 92  7  0	
 1  1      0 97520072   7984  69320    0    0 27728     0 37181 37474  1  0 92  7  0	
 1  1      0 97520072   7984  69320    0    0 29296     0 36666 36936  1  0 92  7  0	
 1  1      0 97520072   7984  69320    0    0 28768     0 37683 37918  1  0 92  7  0	
 0  2      0 97520072   7984  69320    0    0 28496     0 36565 36928  1  0 92  7  0	
 2  1      0 97520072   7984  69328    0    0 26944     0 36088 36390  1  0 92  7  0	
 1  1      0 97520072   7992  69324    0    0 28448    12 37715 38056  1  0 92  7  0	
 2  1      0 97520072   7992  69324    0    0 28256     0 35872 36197  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   7992  69324    0    0 28144     0 35603 35907  1  0 92  7  0	
 0  2      0 97520072   7992  69324    0    0 28352    16 35743 36102  1  1 92  7  0	
 3  0      0 97520072   7992  69324    0    0 28192     0 37344 37671  1  0 92  7  0	
 1  1      0 97520072   8000  69316    0    0 28960    20 37403 37757  1  0 92  7  0	
 0  2      0 97520072   8000  69316    0    0 28608     0 36078 36416  1  0 92  7  0	
 1  1      0 97520072   8000  69332    0    0 28464     0 35393 35687  1  0 92  7  0	
 2  0      0 97520072   8000  69332    0    0 27952    12 36656 37151  1  0 92  7  0	
 1  1      0 97520072   8000  69332    0    0 27568     0 36659 36998  0  0 92  7  0	
 1  1      0 97520072   8000  69332    0    0 28576     0 36317 36680  1  0 92  7  0	
 1  1      0 97520072   8008  69328    0    0 28176    12 36375 36664  1  0 92  7  0	
 0  2      0 97520072   8008  69328    0    0 28352     0 36831 37116  1  0 92  7  0	
 2  1      0 97520072   8008  69332    0    0 27104     0 35609 35891  1  0 92  7  0	
 1  1      0 97520072   8008  69332    0    0 27584     4 36349 36730  1  0 92  7  0	
 1  1      0 97520072   8008  69332    0    0 26912     0 34748 35036  1  0 92  7  0	
 0  2      0 97520072   8016  69324    0    0 29056    12 37193 37666  1  0 92  7  0	
 3  0      0 97520072   8016  69324    0    0 27536     0 36940 37310  1  0 92  7  0	
 0  2      0 97520072   8016  69324    0    0 27200     0 36392 36686  1  0 92  7  0	
 1  1      0 97520072   8016  69324    0    0 28800     0 36329 36718  1  0 92  7  0	
 0  2      0 97520072   8016  69332    0    0 28080     0 35318 35751  1  0 92  7  0	
 2  0      0 97520072   8016  69332    0    0 28288     0 36686 37067  1  0 92  7  0	
 2  0      0 97520072   8024  69328    0    0 28128    12 35377 35748  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 97520072   8024  69332    0    0 28928     0 36396 36741  1  0 92  7  0	
 0  2      0 97520072   8024  69332    0    0 26992     0 34882 35651  1  0 92  7  0	
 2  1      0 97520072   8024  69332    0    0 27664     0 35445 35893  1  0 92  7  0	
 2  0      0 97520072   8024  69332    0    0 27824     0 35666 36098  1  0 92  7  0	
 2  0      0 97520072   8032  69324    0    0 27568    12 35846 35542  1  0 92  7  0	
 0  2      0 97520072   8032  69324    0    0 26576     0 34178 34815  1  0 92  7  0	
 3  0      0 97520072   8032  69336    0    0 26864     0 34484 35156  1  0 92  7  0	
 0  2      0 97520072   8032  69336    0    0 27472     0 35092 35791  1  0 92  7  0	
 0  2      0 97520072   8032  69336    0    0 27024     0 36416 37060  1  0 93  6  0	
 3  0      0 97520072   8032  69336    0    0 27840     0 34181 34854  1  0 92  7  0	
 0  2      0 97520072   8040  69336    0    0 27648    12 34729 35414  1  0 92  7  0	
 2  0      0 97520072   8040  69336    0    0 27200    12 34477 35001  1  0 92  7  0	
 1  1      0 97520072   8040  69340    0    0 27296     0 34416 35209  1  0 92  7  0	
 3  0      0 97520072   8040  69340    0    0 27760     0 35895 36451  1  0 92  7  0	
 1  1      0 97520072   8040  69340    0    0 27856     0 35609 36481  1  0 92  6  0	
 1  1      0 97520072   8048  69332    0    0 28144    20 35011 35598  1  0 92  7  0	
 1  1      0 97520072   8048  69332    0    0 28224     0 36445 36859  1  0 92  7  0	
 0  2      0 97520072   8048  69332    0    0 27536     0 36566 37360  1  0 92  7  0	
 2  1      0 97520072   8048  69340    0    0 27744     0 34663 35201  1  0 92  7  0	
 1  1      0 97520072   8048  69340    0    0 27264     0 36150 36796  1  0 93  6  0	
 0  2      0 97520072   8048  69340    0    0 27120     0 34823 35507  0  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   8056  69332    0    0 27472    24 35225 35897  1  0 92  7  0	
 1  1      0 97519952   8056  69340    0    0 27456     0 34972 35663  1  0 92  7  0	
 3  0      0 97519952   8056  69340    0    0 27376     0 34173 34887  1  0 92  7  0	
 2  0      0 97519952   8056  69340    0    0 26608     0 34583 35390  1  0 92  7  0	
 2  0      0 97519952   8056  69340    0    0 26864     0 34011 34532  1  0 92  7  0	
 1  1      0 97519952   8064  69332    0    0 28192    12 35996 36706  1  0 92  6  0	
 0  2      0 97519952   8064  69332    0    0 27696     0 36890 37703  1  0 92  6  0	
 1  1      0 97519952   8064  69340    0    0 27216     0 34643 35337  1  0 92  7  0	
 1  1      0 97519952   8064  69340    0    0 27392     0 35197 36010  1  0 92  7  0	
 3  1      0 97519952   8064  69340    0    0 26448     0 34459 35099  1  0 92  7  0	
 3  0      0 97519952   8064  69340    0    0 27856     0 36337 36895  1  0 92  7  0	
 1  1      0 97519952   8072  69340    0    0 27696    12 35984 36465  1  0 92  7  0	
 1  1      0 97519952   8072  69340    0    0 28256     0 36934 37164  1  0 92  7  0	
 0  2      0 97519952   8072  69340    0    0 27696     0 36381 36651  1  0 92  7  0	
 0  2      0 97519952   8072  69340    0    0 27872     0 35397 35732  1  0 92  7  0	
 3  0      0 97519952   8072  69340    0    0 27040     0 35012 35406  1  0 92  7  0	
 2  1      0 97519952   8080  69332    0    0 27168    12 36075 36560  1  0 92  6  0	
 0  2      0 97519952   8080  69332    0    0 27648     0 35526 36233  1  0 92  6  0	
 1  1      0 97519952   8080  69340    0    0 28192     0 35331 36000  1  0 92  7  0	
 2  0      0 97519952   8080  69340    0    0 26976     0 34981 35784  1  1 92  6  0	
 1  1      0 97519952   8080  69340    0    0 27888     0 36196 36885  1  0 92  6  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 97519952   8080  69340    0    0 27984    28 35007 35906  1  0 92  7  0	
 2  0      0 97519952   8088  69332    0    0 27808     4 35453 36202  1  0 92  7  0	
 1  1      0 97519952   8088  69340    0    0 28256     0 36394 37366  1  0 92  7  0	
 0  2      0 97519952   8088  69340    0    0 27312     0 35878 36315  0  0 92  7  0	
 1  1      0 97519952   8088  69340    0    0 27488     0 35946 36751  1  0 92  7  0	
 2  1      0 97519952   8088  69340    0    0 28480     0 34323 35012  1  0 92  7  0	
 1  1      0 97519952   8096  69348    0    0 28064    12 36743 37393  1  0 92  6  0	
 1  1      0 97519952   8096  69348    0    0 27904     0 36251 37056  1  0 93  6  0	
 2  0      0 97519952   8096  69348    0    0 28224     0 34846 35677  1  0 92  7  0	
 3  0      0 97519952   8096  69348    0    0 28480     0 36987 37554  1  0 93  6  0	
 2  1      0 97519952   8096  69348    0    0 27728     0 35986 36486  1  0 92  7  0	
 1  1      0 97519952   8104  69340    0    0 27984    12 34636 35090  1  0 92  7  0	
 1  2      0 97519952   8104  69340    0    0 28208     0 36390 36905  1  0 92  7  0	
 1  1      0 97519824   8104  69348    0    0 28800     0 36987 37379  1  0 92  7  0	
 1  1      0 97519824   8104  69348    0    0 28864     0 35754 36090  1  0 92  7  0	
 0  2      0 97519824   8104  69348    0    0 28192     8 37057 37480  1  0 92  7  0	
 2  0      0 97519824   8104  69348    0    0 28256     0 36883 37234  1  0 92  7  0	
 1  1      0 97519824   8112  69344    0    0 27568    12 36519 36954  1  0 92  7  0	
 0  2      0 97519824   8112  69348    0    0 27552     0 36952 37383  1  0 92  7  0	
 1  1      0 97519824   8112  69348    0    0 29264     0 37212 37591  1  0 92  7  0	
 0  2      0 97519824   8112  69348    0    0 29376     0 38068 38420  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 97519824   8112  69348    0    0 28416     0 36699 37051  1  0 92  7  0	
 1  1      0 97519824   8120  69340    0    0 28672    12 36553 36927  1  0 92  7  0	
 3  0      0 97519824   8120  69340    0    0 28272     0 37035 37401  1  0 92  7  0	
 0  2      0 97519824   8120  69340    0    0 27904     0 36806 37242  1  0 92  7  0	
 3  0      0 97519824   8120  69348    0    0 27712     0 36401 36712  1  0 92  7  0	
 2  0      0 97519824   8120  69348    0    0 28512     0 37651 38119  1  0 92  7  0	
 2  0      0 97519824   8120  69348    0    0 28736     0 36399 36804  1  0 92  7  0	
 1  1      0 97519824   8128  69344    0    0 29040    12 36674 37037  1  0 92  7  0	
 2  0      0 97519824   8128  69348    0    0 28336     0 36501 36978  1  0 92  7  0	
 0  2      0 97519824   8128  69348    0    0 28608     8 37239 37648  1  0 92  7  0	
 0  2      0 97519824   8128  69348    0    0 29200     0 38121 38508  0  0 93  7  0	
 2  0      0 97519824   8128  69348    0    0 29392     0 36876 37264  1  0 92  7  0	
 0  2      0 97519824   8136  69348    0    0 28448    20 39197 39594  1  0 92  6  0	
 2  1      0 97519824   8136  69348    0    0 27824     0 37532 37971  1  0 92  7  0	
 2  1      0 97519824   8136  69348    0    0 28944     0 36730 37161  1  0 92  7  0	
 1  1      0 97519824   8136  69348    0    0 29760     8 38805 39209  1  0 92  7  0	
 0  2      0 97520072   8136  69352    0    0 29328     0 37280 37703  1  0 92  7  0	
 2  1      0 97520072   8136  69352    0    0 28272     0 37351 37707  1  0 92  7  0	
 2  0      0 97520072   8144  69348    0    0 28160    32 37415 37844  1  0 92  7  0	
 1  1      0 97520072   8144  69348    0    0 27920     0 36586 36968  1  0 92  7  0	
 2  1      0 97520072   8144  69356    0    0 28464     0 36382 36834  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97520072   8144  69356    0    0 28112     0 37526 37896  1  0 92  7  0	
 1  1      0 97520072   8144  69356    0    0 28800     0 37737 38069  1  0 92  7  0	
 3  0      0 97520072   8152  69348    0    0 29376    12 37536 37862  1  0 92  7  0	
 1  1      0 97520072   8152  69348    0    0 28368     0 36192 36641  1  0 92  7  0	
 2  1      0 97520072   8152  69356    0    0 28368     0 38326 38724  1  0 92  7  0	
 1  1      0 97520072   8152  69356    0    0 28480     0 37515 37893  1  0 92  7  0	
 3  0      0 97520072   8152  69356    0    0 28864     0 37317 37767  1  1 92  7  0	
 1  1      0 97520072   8152  69356    0    0 27840     0 36889 37270  1  0 92  7  0	
 3  1      0 97520072   8160  69356    0    0 29104    12 38107 38569  1  0 92  7  0	
 2  1      0 97520072   8160  69356    0    0 28896    20 37617 38104  1  0 92  7  0	
 0  2      0 97520072   8160  69356    0    0 28896     0 36250 36715  1  0 92  7  0	
 0  2      0 97520072   8160  69356    0    0 29280     0 36210 36602  1  0 92  7  0	
 0  2      0 97520072   8160  69360    0    0 29696     0 37448 37822  1  0 92  7  0	
 1  1      0 97520072   8168  69360    0    0 28752    12 37304 37748  1  0 92  7  0	
 2  0      0 97520072   8168  69360    0    0 28544     0 37269 37695  1  0 92  7  0	
 1  1      0 97520072   8168  69360    0    0 28144     0 36588 36999  1  0 92  7  0	
 0  2      0 97520072   8168  69360    0    0 28048     0 35673 36037  1  0 92  7  0	
 2  1      0 97520072   8168  69360    0    0 28656     0 36917 37385  1  0 92  7  0	
 1  1      0 97520072   8168  69360    0    0 29216     0 36400 36832  1  0 92  7  0	
 2  0      0 97520072   8176  69360    0    0 29200    12 37396 37761  1  0 92  7  0	
 1  1      0 97520072   8176  69360    0    0 29344     0 38216 38612  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 97520072   8176  69360    0    0 29216     0 38367 38830  1  0 92  7  0	
 1  1      0 97520072   8176  69360    0    0 28080     0 38080 38568  1  0 92  7  0	
 0  2      0 97520072   8176  69360    0    0 28560     0 37839 38268  1  0 92  7  0	
 2  1      0 97520072   8188  69348    0    0 29616    36 38721 39188  1  0 92  6  0	
 1  1      0 97520072   8188  69348    0    0 29344     0 38080 38490  1  0 92  7  0	
 0  2      0 97520072   8188  69348    0    0 29472     0 38083 38550  0  0 92  7  0	
 0  2      0 97520072   8188  69348    0    0 29936     0 36830 37305  1  0 92  7  0	
 2  0      0 97520072   8188  69360    0    0 28848     0 39076 39513  1  0 92  7  0	
 2  1      0 97520072   8192  69356    0    0 28272    24 38089 38542  1  0 92  6  0	
 2  1      0 97520072   8200  69352    0    0 29360    40 37017 37444  1  0 92  7  0	
 0  2      0 97520072   8200  69352    0    0 30256     0 37450 37974  1  0 92  7  0	
 1  1      0 97520072   8200  69352    0    0 29840     0 37878 38247  1  0 92  7  0	
 1  1      0 97520072   8200  69352    0    0 29424     0 37300 37723  1  0 92  7  0	
 0  2      0 97520072   8200  69352    0    0 29664     0 37782 38191  1  0 92  7  0	
 1  1      0 97520072   8208  69360    0    0 29408    12 38492 38904  1  0 92  7  0	
 0  2      0 97520072   8208  69360    0    0 29312     0 37702 38044  0  0 92  7  0	
 0  2      0 97520072   8208  69360    0    0 29296     0 37144 37546  1  0 92  7  0	
 1  1      0 97520072   8208  69364    0    0 29216     0 37758 38259  1  0 92  7  0	
 1  1      0 97520072   8208  69364    0    0 29744     0 37521 37946  1  1 92  7  0	
 1  1      0 97520072   8208  69364    0    0 28944     0 38899 37481  0  0 92  7  0	
 1  1      0 97520072   8216  69356    0    0 28272    12 38531 37434  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 97520072   8216  69356    0    0 30064     0 36556 36852  1  0 92  7  0	
 0  2      0 97520072   8216  69356    0    0 28224     0 37581 37891  1  0 92  7  0	
 0  2      0 97520072   8216  69364    0    0 27680     0 36774 37066  1  0 92  7  0	
 1  2      0 97520072   8216  69364    0    0 28016    32 36668 37019  1  0 92  7  0	
 0  2      0 97520072   8224  69356    0    0 28384    12 37264 37626  1  0 92  6  0	
 1  1      0 97520072   8224  69364    0    0 29392     0 38150 38467  1  0 92  7  0	
 0  2      0 97520072   8224  69364    0    0 28960     0 37645 37928  1  0 92  7  0	
 1  1      0 97520072   8224  69364    0    0 28976     0 36318 36739  1  0 92  7  0	
 0  2      0 97520072   8224  69364    0    0 28288     0 36330 36658  0  0 92  7  0	
 1  1      0 97520072   8224  69364    0    0 29072     0 37124 37451  0  0 92  7  0	
 1  1      0 97519952   8232  69368    0    0 29920    12 37557 37879  1  0 92  7  0	
 0  2      0 97519952   8232  69368    0    0 29840     0 37635 37928  1  0 92  7  0	
 1  1      0 97519952   8232  69368    0    0 27744     0 37513 37807  1  0 92  6  0	
 1  1      0 97519952   8232  69368    0    0 28704     8 37753 38043  1  0 92  7  0	
 1  1      0 97519952   8232  69368    0    0 28576     0 37810 38116  1  0 92  6  0	
 1  1      0 97519952   8240  69360    0    0 28688    24 37688 38030  1  0 92  7  0	
 1  1      0 97519952   8240  69360    0    0 29312     0 38041 38336  1  0 92  7  0	
 0  2      0 97519952   8240  69360    0    0 29632     0 38398 38727  1  0 92  7  0	
 1  1      0 97519952   8240  69368    0    0 29728     8 38326 38605  1  0 92  7  0	
 1  1      0 97519952   8240  69368    0    0 28320     0 38949 39279  1  0 92  7  0	
 0  2      0 97519952   8240  69368    0    0 29888     0 36981 37426  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 97518944   8260  69348    0    0 29840    24 36673 37046  1  0 91  7  0	
 1  1      0 97519488   8264  69500    0    0 28968     0 38251 38299  1  0 92  7  0	
 0  2      0 97519488   8264  69500    0    0 29088     0 36884 36652  1  0 92  7  0	
 1  1      0 97519488   8264  69500    0    0 27872     0 37577 37929  1  1 92  7  0	
 0  2      0 97519488   8264  69500    0    0 29328     0 39028 39483  1  1 92  6  0	
 1  1      0 97519488   8272  69508    0    0 28944    20 38119 38495  1  0 92  7  0	
 0  2      0 97519488   8272  69508    0    0 28832     0 36257 36661  1  0 92  7  0	
 2  0      0 97519488   8272  69508    0    0 29040     0 37332 37769  1  0 92  7  0	
 0  2      0 97519488   8272  69508    0    0 28528     0 36931 37349  1  0 92  7  0	
 1  1      0 97519488   8272  69508    0    0 28704     0 37528 37949  1  0 92  7  0	
 1  1      0 97519488   8280  69500    0    0 28064    12 37515 38051  1  0 92  7  0	
 0  2      0 97519488   8280  69500    0    0 28592     0 35736 36113  1  0 92  7  0	
 2  0      0 97519488   8280  69500    0    0 27776     0 36657 37089  1  0 92  7  0	
 1  1      0 97519488   8280  69512    0    0 27168     0 36867 37252  1  0 92  7  0	
 0  2      0 97519488   8280  69512    0    0 29328     0 37642 38109  1  0 92  6  0	
 1  1      0 97519488   8280  69512    0    0 28880     0 37126 37596  1  0 92  7  0	
 1  1      0 97519488   8288  69508    0    0 29088    12 37564 37987  1  0 92  7  0	
 1  1      0 97519488   8288  69508    0    0 27504     0 38782 39214  1  0 92  7  0	
 0  2      0 97519488   8288  69508    0    0 28320    24 37641 38087  1  0 92  7  0	
 0  2      0 97519488   8288  69508    0    0 29408     0 37064 37470  1  0 92  7  0	
 0  2      0 97519488   8288  69508    0    0 28720     0 36670 37145  1  0 92  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 97519488   8296  69508    0    0 28816    12 38405 38857  1  0 92  7  0	
 0  2      0 97519488   8296  69508    0    0 28992     0 38738 39133  1  0 92  7  0	
 0  2      0 97519488   8296  69508    0    0 28672     8 37829 38215  1  0 92  7  0	
 1  1      0 97519488   8296  69508    0    0 30448     0 38028 38531  1  0 92  7  0	
