procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 47543680   7904  64024    0    0  3527    10  147 1315 41 13 33 12  1	
 1  0      0 47539452   7904  64028    0    0   176     0 39358 39400  1  0 98  0  0	
 1  0      0 47539948   7912  64032    0    0   192    88 40284 40404  1  0 98  0  0	
 2  0      0 47539700   7912  64032    0    0   176     0 39585 39745  1  0 99  0  0	
 1  0      0 47539780   7912  64036    0    0   208     0 39790 39880  1  0 99  0  0	
 1  0      0 47539052   7920  64032    0    0   208    44 39253 39376  1  0 99  0  0	
 2  0      0 47539444   7920  64032    0    0   272     0 39035 39177  1  0 99  0  0	
 2  0      0 47539040   7920  64032    0    0   176     0 39806 39929  1  0 98  0  0	
 1  0      0 47538788   7920  64040    0    0   192     0 39757 39980  1  0 99  0  0	
 1  0      0 47538664   7920  64044    0    0   240     0 38765 38874  1  0 99  0  0	
 1  0      0 47538664   7920  64044    0    0   176     0 39610 39712  1  0 99  0  0	
 1  0      0 47539552   7928  64040    0    0   160    20 39521 39576  1  0 99  0  0	
 1  0      0 47539056   7928  64040    0    0   256     0 39520 39658  1  1 98  0  0	
 2  0      0 47537524   7928  64048    0    0   352     0 39561 39686  1  0 99  0  0	
 0  1      0 47538532   7928  64048    0    0   288     0 39435 39575  1  0 99  0  0	
 2  0      0 47537344   7936  64044    0    0   320    52 39395 39532  1  1 98  0  0	
 1  0      0 47536856   7936  64052    0    0   288     0 39376 39522  1  0 99  0  0	
 1  0      0 47536732   7936  64052    0    0   336     0 39208 39358  1  0 99  0  0	
 2  0      0 47536620   7936  64056    0    0   272     0 39663 39762  1  1 98  0  0	
 1  0      0 47536620   7936  64056    0    0   272     0 39653 39798  1  0 99  0  0	
 1  0      0 47537012   7936  64056    0    0   288     0 39517 39599  1  0 99  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 47536080   7944  64064    0    0   192    20 39788 39935  1  0 99  0  0	
 1  0      0 47535584   7944  64064    0    0   192     0 39352 39484  1  1 98  0  0	
 1  0      0 47535692   7944  64064    0    0   160     0 39596 39690  1  0 99  0  0	
 1  0      0 47535288   7944  64068    0    0   288     0 40135 40285  1  0 99  0  0	
 1  0      0 47536176   7952  64060    0    0   240    48 39861 40105  1  0 99  0  0	
 1  0      0 47535176   7952  64060    0    0   272     0 38488 38707  1  1 98  0  0	
 0  1      0 47535176   7952  64060    0    0   272     0 40281 40489  1  0 99  0  0	
 1  0      0 47534212   7952  64076    0    0   352    60 40638 40808  1  0 98  0  0	
 1  0      0 47533988   7952  64076    0    0   272     0 40302 40600  1  0 98  0  0	
 1  0      0 47533336   7952  64080    0    0   336     0 40535 40718  1  0 98  0  0	
 1  0      0 47533212   7960  64072    0    0   224    20 40343 40546  1  0 98  0  0	
 1  0      0 47532724   7960  64080    0    0   304     0 40582 40779  1  1 98  0  0	
 1  0      0 47532624   7964  64088    0    0   276    32 40405 40619  1  0 98  0  0	
 2  0      0 47532980   7972  64084    0    0   352    48 40264 40455  1  0 98  0  0	
 2  0      0 47532980   7972  64084    0    0   160     0 40567 40758  1  0 99  0  0	
 2  0      0 47533868   7972  64084    0    0   256     0 40553 40742  1  0 98  0  0	
 2  0      0 47532868   7972  64084    0    0   224     0 40282 40523  1  0 98  0  0	
