procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69361856   8576  72704    0    0 15648    12 58225 59131  1  0 95  4  0	
 1  1      0 69361856   8576  72704    0    0 15184     0 59119 60066  1  0 95  4  0	
 1  1      0 69361856   8576  72704    0    0 16240     0 58486 59542  1  0 94  4  0	
 1  1      0 69361856   8576  72704    0    0 16112     0 58677 59657  1  0 95  4  0	
 1  1      0 69361856   8584  72696    0    0 15584    12 57475 58325  1  1 94  4  0	
 2  0      0 69361856   8584  72696    0    0 15824     0 57826 58843  1  0 94  4  0	
 2  0      0 69361856   8584  72704    0    0 15680     0 57970 58791  1  0 95  4  0	
 2  0      0 69361856   8584  72704    0    0 15904     0 58816 59734  1  1 94  4  0	
 1  1      0 69361856   8584  72704    0    0 16144     0 58985 60109  1  0 94  4  0	
 1  1      0 69361856   8584  72704    0    0 15808     0 59846 60768  1  0 94  4  0	
 1  1      0 69361856   8592  72704    0    0 16064    20 58555 59503  1  0 94  4  0	
 2  0      0 69361856   8592  72704    0    0 15824     0 59152 60201  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69361856   8592  72704    0    0 15696     0 57788 58757  1  1 94  4  0	
 1  1      0 69361856   8592  72704    0    0 15280     0 58924 59977  1  0 94  4  0	
 2  1      0 69361856   8592  72708    0    0 16080     0 58332 59539  1  0 94  4  0	
 0  2      0 69361856   8600  72700    0    0 16080    32 57851 58832  1  0 94  4  0	
 2  0      0 69361856   8600  72700    0    0 15696     0 57965 58956  1  0 95  4  0	
 0  2      0 69361856   8600  72700    0    0 14944     0 60175 61209  1  1 94  4  0	
 1  1      0 69361856   8600  72700    0    0 15744     0 58455 59475  1  0 94  4  0	
 1  1      0 69361856   8600  72700    0    0 16608     0 58466 59356  1  0 95  4  0	
 1  1      0 69361856   8600  72700    0    0 16368     0 58352 59332  1  0 94  4  0	
 2  1      0 69361856   8608  72692    0    0 16512    24 58599 59696  1  0 94  4  0	
 1  1      0 69361856   8608  72712    0    0 15280     0 59439 60418  1  0 94  4  0	
 1  1      0 69361856   8608  72712    0    0 16544     0 58222 59315  1  0 94  4  0	
 2  0      0 69361856   8608  72712    0    0 15568     0 59070 60001  1  1 94  4  0	
 2  0      0 69361856   8608  72712    0    0 15360     0 59715 60648  1  0 94  4  0	
 1  1      0 69361856   8616  72704    0    0 16128    12 57288 58140  1  0 94  4  0	
 1  1      0 69361856   8616  72704    0    0 16400     0 57757 58695  1  0 94  4  0	
 1  1      0 69361856   8616  72704    0    0 15680     0 57587 58382  1  1 94  4  0	
 0  2      0 69361856   8616  72704    0    0 15616     0 59318 59849  1  1 94  4  0	
 2  0      0 69361856   8616  72712    0    0 14624     0 58780 58338  1  0 94  4  0	
 1  1      0 69361856   8616  72712    0    0 16032     0 57487 57769  1  0 94  4  0	
 1  1      0 69361856   8624  72704    0    0 14864    16 58689 59212  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69361856   8624  72704    0    0 15392     0 58809 59475  1  0 94  4  0	
 2  0      0 69361856   8624  72704    0    0 15248     0 59050 59542  1  0 94  4  0	
 2  0      0 69361856   8624  72704    0    0 16160     0 57942 58435  1  0 94  4  0	
 0  2      0 69361856   8624  72712    0    0 15472    24 57746 58221  1  0 95  4  0	
 2  0      0 69361856   8632  72712    0    0 15616    12 58430 58977  1  1 94  4  0	
 0  2      0 69361856   8632  72712    0    0 16400     0 58531 59268  1  0 94  4  0	
 1  1      0 69361856   8632  72712    0    0 15648     0 58770 59325  1  0 95  4  0	
 2  0      0 69361856   8632  72712    0    0 15856     0 58844 59398  1  0 94  4  0	
 1  1      0 69361856   8632  72712    0    0 16304     0 58479 58857  1  0 94  4  0	
 2  0      0 69361856   8632  72712    0    0 15152     0 59178 59673  1  0 94  4  0	
 0  2      0 69361856   8640  72704    0    0 15408    12 59417 59902  1  0 95  4  0	
 2  1      0 69361856   8640  72704    0    0 15872     0 57854 58363  1  0 94  4  0	
 2  0      0 69361856   8640  72704    0    0 15488     0 58700 59237  1  0 95  4  0	
 0  2      0 69361856   8640  72712    0    0 16112    12 57850 58318  1  0 95  4  0	
 2  0      0 69361856   8640  72712    0    0 16368     0 58156 58749  1  0 94  4  0	
 2  1      0 69361856   8648  72704    0    0 15328    24 58743 59217  1  0 94  4  0	
 0  2      0 69361856   8648  72712    0    0 15584     0 59393 59872  1  1 94  4  0	
 1  1      0 69361856   8648  72712    0    0 16080     0 58788 59260  1  0 94  4  0	
 1  1      0 69361856   8648  72712    0    0 15856     0 59075 59612  1  0 94  4  0	
 0  2      0 69361856   8648  72712    0    0 15600     0 58368 58823  1  0 94  4  0	
 2  0      0 69361856   8648  72716    0    0 15328     0 59009 59530  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361856   8656  72716    0    0 14912    12 58358 58823  1  0 95  4  0	
 1  1      0 69361856   8656  72716    0    0 15888     0 58184 58667  1  0 94  4  0	
 2  0      0 69361856   8656  72716    0    0 16112     0 56537 56983  1  0 94  4  0	
 2  0      0 69361856   8656  72716    0    0 16128     0 58016 58460  1  0 94  4  0	
 1  1      0 69361856   8656  72720    0    0 15872     0 58760 59276  1  0 94  4  0	
 1  1      0 69361856   8664  72720    0    0 16048    12 58879 59360  1  0 95  4  0	
 2  0      0 69361856   8664  72720    0    0 15472     0 59475 59963  1  0 95  4  0	
 1  1      0 69361856   8664  72720    0    0 15584     4 59849 60370  1  0 95  4  0	
 2  0      0 69361856   8664  72720    0    0 15424     0 59717 60268  1  0 95  4  0	
 1  1      0 69361856   8664  72720    0    0 15824     0 58404 58955  1  0 94  4  0	
 2  1      0 69361856   8664  72720    0    0 16048     0 57912 58335  1  0 94  4  0	
 1  1      0 69361856   8672  72720    0    0 16016    12 58246 58715  1  0 94  4  0	
 1  1      0 69361856   8672  72720    0    0 15136     0 59287 59789  1  0 95  4  0	
 1  1      0 69361856   8672  72720    0    0 16000     0 58586 59074  1  0 94  4  0	
 1  1      0 69361856   8672  72720    0    0 15488     0 59158 59567  1  0 94  4  0	
 2  0      0 69361856   8672  72720    0    0 15856     0 57237 57734  1  0 94  4  0	
 2  1      0 69361856   8680  72712    0    0 15200    12 58730 59224  1  0 94  4  0	
 2  0      0 69361856   8680  72712    0    0 15712     0 58982 59569  1  0 94  4  0	
 1  1      0 69361856   8680  72712    0    0 14704    12 59667 60193  1  0 95  4  0	
 3  0      0 69361856   8680  72712    0    0 16064     0 57830 58333  1  0 94  4  0	
 3  0      0 69361856   8680  72712    0    0 15584     0 57795 58238  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 69361856   8680  72720    0    0 15856     8 58128 58661  1  1 94  4  0	
 2  0      0 69361856   8688  72720    0    0 14640     4 58053 58431  1  1 94  4  0	
 2  0      0 69361856   8688  72720    0    0 15488    16 58435 58983  1  0 94  4  0	
 0  2      0 69361856   8688  72720    0    0 15264     0 58616 59278  1  0 94  4  0	
 1  1      0 69361856   8688  72720    0    0 15456     0 58514 59016  1  0 94  4  0	
 2  0      0 69361856   8688  72720    0    0 15712     0 58008 58313  1  0 94  4  0	
 2  0      0 69361856   8696  72720    0    0 15856    32 58224 58542  1  1 94  4  0	
 2  0      0 69361856   8696  72720    0    0 15248     0 57540 57897  1  0 94  4  0	
 1  1      0 69361856   8696  72720    0    0 15952     0 58628 58934  1  0 94  4  0	
 0  2      0 69361856   8696  72720    0    0 15632     0 58348 58729  1  0 94  4  0	
 3  0      0 69361856   8696  72724    0    0 15552     0 58232 58600  1  0 95  4  0	
 3  0      0 69361856   8704  72724    0    0 15008    12 58792 59182  1  0 94  4  0	
 0  2      0 69361856   8704  72724    0    0 15328     0 59215 59646  1  1 94  4  0	
 2  0      0 69361856   8704  72724    0    0 16016     0 58269 58652  1  0 95  4  0	
 0  2      0 69361856   8704  72724    0    0 15440     0 58772 59298  1  0 94  4  0	
 1  1      0 69361856   8704  72724    0    0 15744     0 58247 58876  1  1 94  4  0	
 3  0      0 69361856   8704  72724    0    0 15504     0 58414 59157  1  1 94  4  0	
 2  0      0 69361856   8712  72716    0    0 16416    12 58098 58759  1  0 94  4  0	
 0  2      0 69361856   8712  72724    0    0 16160     0 58852 59453  1  0 94  4  0	
 3  0      0 69361856   8712  72724    0    0 16032     0 57984 58696  1  0 94  4  0	
 2  1      0 69361856   8712  72724    0    0 15824     0 58768 59326  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 69361856   8712  72724    0    0 15824     0 57840 58363  1  1 94  4  0	
 3  0      0 69361856   8720  72724    0    0 16144    12 58671 59293  1  0 95  4  0	
 1  1      0 69361856   8720  72724    0    0 16000     0 58814 59433  1  0 94  4  0	
 2  0      0 69361856   8720  72724    0    0 15744     0 59244 59821  1  0 94  4  0	
 1  1      0 69361856   8720  72724    0    0 15824     0 59075 59681  1  0 94  4  0	
 2  0      0 69361856   8720  72724    0    0 16384     0 59045 59629  1  0 94  4  0	
 2  0      0 69361856   8720  72724    0    0 15696     0 58462 58946  1  0 95  4  0	
 2  0      0 69361856   8728  72728    0    0 15056    12 60130 60752  1  1 94  4  0	
 1  1      0 69361856   8728  72728    0    0 16080     0 57951 58583  1  0 95  4  0	
 1  1      0 69361856   8728  72728    0    0 15872     0 58666 59221  1  1 94  4  0	
 1  1      0 69361856   8728  72728    0    0 15680     0 57419 58004  1  0 94  4  0	
 0  2      0 69361856   8728  72728    0    0 16240     0 57980 58608  1  0 94  4  0	
 1  1      0 69361856   8736  72720    0    0 15104    44 58928 59431  1  1 94  4  0	
 2  0      0 69361856   8736  72728    0    0 15440     0 59311 59994  1  0 95  4  0	
 1  1      0 69361856   8736  72728    0    0 16224     0 58385 59056  1  0 94  4  0	
 1  1      0 69361856   8736  72728    0    0 15632     0 58626 59442  1  0 94  4  0	
 1  1      0 69361856   8736  72728    0    0 15696     0 58126 59066  1  0 94  4  0	
 0  2      0 69361856   8736  72728    0    0 16128    20 59257 60276  1  0 95  4  0	
 2  0      0 69361856   8744  72728    0    0 16336    12 57667 58540  1  0 94  4  0	
 2  1      0 69361856   8744  72728    0    0 15984     0 58677 59659  1  0 94  4  0	
 2  1      0 69361856   8744  72728    0    0 15856     0 56533 57417  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 69361856   8744  72728    0    0 15584     0 59988 61092  1  0 94  4  0	
 1  1      0 69361856   8744  72728    0    0 15664     0 58860 59849  1  1 94  4  0	
 2  0      0 69361856   8752  72732    0    0 16400    12 57980 58894  1  0 94  4  0	
 0  2      0 69361856   8752  72732    0    0 16192     0 58491 59444  1  0 94  4  0	
 2  0      0 69361856   8752  72732    0    0 15984     0 58058 58938  1  0 94  4  0	
 1  1      0 69361856   8752  72732    0    0 15664     0 58419 59314  1  0 94  4  0	
 1  1      0 69361856   8752  72732    0    0 15408     0 57399 58442  1  0 94  4  0	
 2  1      0 69361856   8752  72732    0    0 15312     0 58062 59102  1  0 94  4  0	
 2  0      0 69361856   8760  72732    0    0 15472    12 57120 58103  1  0 94  4  0	
 0  2      0 69361856   8760  72732    0    0 15872     0 55518 56328  1  0 94  4  0	
 1  1      0 69361856   8760  72732    0    0 15568     0 58168 59133  1  0 94  4  0	
 2  0      0 69361856   8760  72732    0    0 16224     0 58072 59028  1  0 94  4  0	
 1  1      0 69361856   8760  72732    0    0 15184     0 59275 60125  1  0 94  4  0	
 3  0      0 69361856   8768  72724    0    0 15744    12 58911 59850  1  0 94  4  0	
 1  1      0 69361856   8768  72732    0    0 15296     0 59058 59942  1  0 94  4  0	
 1  1      0 69361856   8768  72732    0    0 15440     0 58720 59612  1  0 94  4  0	
 1  1      0 69361856   8768  72732    0    0 16080     0 58532 59476  1  0 94  4  0	
 1  1      0 69361856   8768  72732    0    0 15824     0 58301 59140  1  0 94  4  0	
 1  1      0 69361856   8768  72732    0    0 16720     0 56955 57812  1  0 94  4  0	
 2  1      0 69361856   8776  72724    0    0 15488    12 58618 59444  1  0 94  4  0	
 3  0      0 69361856   8776  72732    0    0 15184     0 58793 59759  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69361856   8776  72732    0    0 15728     8 57506 58358  1  0 94  4  0	
 2  0      0 69361856   8776  72732    0    0 15136     0 58686 59622  1  0 94  4  0	
 2  0      0 69361856   8776  72732    0    0 16000     0 56901 57876  1  0 94  4  0	
 3  0      0 69361856   8784  72732    0    0 15840    28 57543 58670  1  0 94  4  0	
 0  2      0 69361856   8784  72732    0    0 14544     0 59629 61432  1  0 95  4  0	
 2  0      0 69361856   8784  72732    0    0 14944     0 58334 59422  1  0 94  4  0	
 1  1      0 69361856   8784  72732    0    0 15696    20 58533 59570  1  0 94  4  0	
 1  1      0 69361856   8784  72736    0    0 15456     0 57853 58709  1  0 94  4  0	
 1  1      0 69361856   8784  72736    0    0 15344     0 57044 57806  1  0 94  4  0	
 2  1      0 69361856   8792  72736    0    0 15760    12 57906 58851  1  0 94  4  0	
 2  0      0 69361856   8792  72736    0    0 15616     0 58590 59343  1  0 94  4  0	
 2  1      0 69361856   8792  72736    0    0 14608     0 57593 58388  1  1 94  4  0	
 1  1      0 69361856   8792  72736    0    0 14912     0 54439 55036  1  0 94  4  0	
 2  0      0 69361856   8792  72736    0    0 14800     0 54737 55625  1  1 94  4  0	
 3  0      0 69361856   8800  72728    0    0 15040    12 57976 58216  1  1 95  4  0	
 2  0      0 69361856   8800  72740    0    0 15168     0 58283 58559  1  0 95  4  0	
 1  1      0 69361856   8800  72740    0    0 16064     0 56661 56822  1  0 94  4  0	
 2  0      0 69361856   8800  72740    0    0 15456     0 55268 55499  1  0 94  4  0	
 3  0      0 69361856   8800  72740    0    0 15280     0 57674 57943  1  1 94  4  0	
 2  0      0 69361976   8800  72740    0    0 15392     0 57462 57935  1  0 95  4  0	
 1  1      0 69361976   8808  72740    0    0 15824    20 58572 59059  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361976   8808  72740    0    0 15888     0 59047 59492  1  0 95  4  0	
 1  1      0 69361976   8808  72740    0    0 15376     0 58597 59059  1  0 95  4  0	
 3  0      0 69361976   8808  72740    0    0 15232     0 59162 59520  1  0 94  4  0	
 1  1      0 69361976   8808  72740    0    0 15888     0 58486 58838  1  0 94  4  0	
 0  2      0 69361976   8816  72740    0    0 15760    12 57568 57962  1  0 94  4  0	
 1  1      0 69361976   8816  72740    0    0 15072     0 55499 56095  1  0 94  4  0	
 2  0      0 69361976   8816  72740    0    0 15392     0 56623 57411  1  0 94  4  0	
 0  2      0 69361976   8816  72740    0    0 15360     0 55946 56759  1  1 94  4  0	
 2  0      0 69361976   8816  72740    0    0 16288     0 57564 58523  1  0 94  4  0	
 0  2      0 69361976   8816  72740    0    0 15472     0 57217 58218  1  0 94  4  0	
 1  1      0 69361976   8824  72740    0    0 14912    20 58374 59366  1  0 94  4  0	
 3  0      0 69361976   8824  72740    0    0 14608     0 57769 58689  1  0 94  4  0	
 1  0      0 69361976   8824  72740    0    0 15232     0 57620 58562  1  1 94  4  0	
 2  0      0 69361976   8824  72740    0    0 15744     0 58750 59634  1  0 94  4  0	
 1  1      0 69361976   8824  72740    0    0 15840     0 58814 59829  1  0 94  4  0	
 1  1      0 69361976   8832  72732    0    0 16176    28 57949 58924  1  1 94  4  0	
 0  2      0 69361976   8832  72740    0    0 15504     0 58450 59601  1  0 94  4  0	
 2  0      0 69361976   8832  72740    0    0 15584     0 58058 58986  1  1 94  4  0	
 2  0      0 69361976   8832  72740    0    0 15696     0 58336 59430  1  0 94  4  0	
 1  1      0 69361976   8832  72740    0    0 16272     0 58251 59382  1  0 94  4  0	
 1  1      0 69361976   8840  72740    0    0 15552    44 57751 58911  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69361976   8840  72740    0    0 15024     0 57955 59362  1  0 94  4  0	
 2  0      0 69361976   8840  72740    0    0 15776     0 58394 59680  1  0 94  4  0	
 3  0      0 69361976   8840  72740    0    0 15584     0 58587 59608  1  0 94  4  0	
 1  1      0 69361976   8840  72740    0    0 15728     0 58177 59556  1  0 94  4  0	
 3  0      0 69361976   8840  72740    0    0 15888     0 57510 58432  1  0 94  4  0	
 1  1      0 69361976   8848  72740    0    0 15632    12 59047 60061  1  0 94  4  0	
 3  0      0 69361976   8848  72740    0    0 15776     0 57549 58366  1  0 94  4  0	
 1  1      0 69361976   8848  72744    0    0 15952     0 57872 58601  1  0 94  4  0	
 2  0      0 69361976   8848  72744    0    0 15952     0 56563 57414  1  0 94  4  0	
 2  0      0 69361976   8848  72748    0    0 15104     0 59869 60897  1  0 95  4  0	
 1  1      0 69361976   8856  72740    0    0 14816    20 60107 61166  1  0 95  4  0	
 3  0      0 69361976   8856  72748    0    0 15728     0 58912 60076  1  0 94  4  0	
 3  0      0 69361976   8856  72748    0    0 15232     0 58432 59499  1  0 94  4  0	
 2  0      0 69361976   8856  72748    0    0 15968     0 58652 59676  1  1 94  4  0	
 0  2      0 69361976   8856  72748    0    0 15264     0 59345 60327  1  0 95  4  0	
 2  0      0 69361976   8856  72748    0    0 15344     0 58729 59706  1  0 94  4  0	
 2  0      0 69361976   8864  72740    0    0 15280    12 57843 58750  1  1 94  4  0	
 1  1      0 69361976   8864  72748    0    0 15376     0 57824 58826  1  0 95  4  0	
 1  1      0 69361976   8864  72748    0    0 16400     0 56390 57294  1  0 94  4  0	
 2  0      0 69361976   8864  72748    0    0 15136     0 56944 57986  1  0 94  4  0	
 2  0      0 69361976   8864  72748    0    0 15408     0 56213 57209  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361976   8872  72748    0    0 16032    12 56368 57382  1  0 94  4  0	
 2  0      0 69361976   8872  72748    0    0 16032     0 57331 58266  1  0 94  4  0	
 1  1      0 69361976   8872  72748    0    0 15632     0 57894 58948  1  0 94  4  0	
 1  1      0 69361976   8872  72748    0    0 15648     0 57726 58780  1  0 94  4  0	
 2  0      0 69361976   8872  72748    0    0 15680     8 58275 59307  1  0 94  4  0	
 2  0      0 69361976   8872  72748    0    0 15248     0 57766 58645  1  1 94  4  0	
 0  2      0 69361976   8880  72748    0    0 15312    24 59002 60021  1  0 95  4  0	
 4  0      0 69361976   8880  72748    0    0 15648     0 57901 58923  1  1 94  4  0	
 3  0      0 69361976   8880  72748    0    0 16288     0 58111 59235  1  0 94  4  0	
 1  1      0 69361976   8880  72748    0    0 15360    24 58556 59553  1  0 94  4  0	
 2  0      0 69361976   8880  72748    0    0 15472     0 59234 60273  1  0 94  4  0	
 2  1      0 69361976   8888  72744    0    0 15872    24 59549 60604  1  0 95  4  0	
 1  1      0 69361976   8888  72748    0    0 16096     0 58065 59292  1  0 94  4  0	
 2  0      0 69361976   8888  72748    0    0 15712     0 58153 59205  1  0 94  4  0	
 2  0      0 69361976   8888  72748    0    0 15184     0 59902 61055  1  0 95  4  0	
 1  1      0 69361976   8888  72748    0    0 15392     0 57730 58580  1  0 94  4  0	
 1  1      0 69361976   8888  72748    0    0 16128     0 57034 58026  1  0 95  4  0	
 2  0      0 69361976   8896  72740    0    0 15728    12 58221 59127  1  1 94  4  0	
 1  1      0 69361976   8896  72748    0    0 15872     0 57566 58589  1  0 94  4  0	
 3  0      0 69361976   8896  72748    0    0 16304     0 57756 58849  1  0 94  4  0	
 2  0      0 69361976   8896  72752    0    0 15712     0 57893 58988  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69361976   8896  72752    0    0 15040     0 59313 60231  1  1 94  4  0	
 2  0      0 69361976   8904  72752    0    0 15776    12 58114 59195  1  0 94  4  0	
 1  1      0 69361976   8904  72752    0    0 14896     0 57577 58543  1  1 94  4  0	
 2  0      0 69361976   8904  72752    0    0 15808     0 56879 57895  1  0 94  4  0	
 1  1      0 69361976   8904  72752    0    0 15088     0 56686 57468  1  0 94  4  0	
 3  0      0 69361976   8904  72752    0    0 15776     0 57849 58822  1  0 94  4  0	
 1  1      0 69361976   8904  72752    0    0 15808     0 55477 56413  1  0 94  4  0	
 2  0      0 69361976   8912  72752    0    0 15856    12 58047 59159  1  0 94  4  0	
 1  1      0 69361976   8912  72752    0    0 16016     0 56556 57609  1  0 94  4  0	
 4  0      0 69361976   8912  72752    0    0 15504     0 58279 59321  1  0 95  4  0	
 3  0      0 69361976   8912  72752    0    0 16416     0 56507 57400  1  0 94  4  0	
 2  0      0 69361976   8912  72756    0    0 16160     0 56798 57751  1  0 95  4  0	
 2  0      0 69361976   8920  72748    0    0 14944    12 59315 60475  1  0 94  4  0	
 2  0      0 69361976   8920  72756    0    0 16448     0 56906 57833  1  0 94  4  0	
 3  0      0 69361976   8920  72756    0    0 15040     8 56330 57143  1  0 94  4  0	
 2  0      0 69361976   8920  72756    0    0 15728     0 57502 58578  1  0 94  4  0	
 1  1      0 69361976   8920  72756    0    0 15968     0 56356 57291  1  0 94  4  0	
 2  0      0 69361976   8920  72756    0    0 16224     0 55846 56853  1  0 94  4  0	
 1  1      0 69361976   8928  72748    0    0 15344    24 59578 60543  1  0 95  4  0	
 2  1      0 69361976   8928  72756    0    0 15376     8 57607 58563  1  0 94  4  0	
 1  1      0 69361976   8928  72756    0    0 16016     0 56865 58020  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69361976   8928  72756    0    0 16736     0 56535 57722  1  0 94  4  0	
 0  2      0 69361976   8928  72756    0    0 15440     0 58766 59864  1  0 95  4  0	
 2  0      0 69361976   8936  72756    0    0 15472    24 59168 60275  1  0 95  4  0	
 2  1      0 69361976   8936  72756    0    0 15360    16 57042 57993  1  0 94  4  0	
 3  0      0 69361976   8936  72756    0    0 14656     0 57931 58966  1  0 94  4  0	
 2  1      0 69361976   8936  72756    0    0 15024     0 57791 58673  1  0 94  4  0	
 2  0      0 69361976   8936  72756    0    0 16176     0 56327 57245  1  0 94  4  0	
 1  1      0 69361976   8936  72756    0    0 16096     0 57707 58653  1  0 94  4  0	
 1  1      0 69361976   8944  72756    0    0 15408    12 58426 59424  1  0 94  4  0	
 2  0      0 69361976   8944  72756    0    0 15680     0 58638 59643  1  0 94  4  0	
 2  0      0 69361976   8944  72756    0    0 15792     0 57997 59193  1  0 94  4  0	
 3  0      0 69361976   8944  72756    0    0 15200     0 58387 59327  1  0 95  4  0	
 2  0      0 69361976   8944  72756    0    0 15488     0 58561 59629  1  0 94  4  0	
 1  1      0 69361976   8952  72748    0    0 15792    12 57030 57961  1  0 94  4  0	
 2  0      0 69361976   8952  72760    0    0 16320     0 57477 58471  1  0 94  4  0	
 1  1      0 69361976   8952  72760    0    0 15408     0 57573 58467  1  0 94  4  0	
 2  0      0 69361976   8952  72760    0    0 15472     0 58626 59694  1  0 94  4  0	
 2  0      0 69361976   8952  72760    0    0 15936     0 58419 59331  1  1 94  4  0	
 1  1      0 69361976   8952  72760    0    0 15472     0 58782 59815  1  0 94  4  0	
 2  0      0 69361976   8960  72752    0    0 16080    12 55521 56475  1  0 94  4  0	
 2  0      0 69361976   8960  72760    0    0 15744     0 58640 59694  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361976   8960  72760    0    0 15344     0 58757 59741  1  0 94  4  0	
 1  1      0 69361976   8960  72760    0    0 14992     0 57615 58581  1  0 94  4  0	
 1  1      0 69361976   8960  72760    0    0 14544     8 57683 58408  1  1 94  4  0	
 1  1      0 69361976   8968  72760    0    0 16208    24 57839 58837  1  0 94  4  0	
 2  0      0 69361976   8968  72760    0    0 16080     0 56778 57783  1  0 94  4  0	
 2  0      0 69361976   8968  72760    0    0 15472     0 58876 59848  1  0 94  4  0	
 2  0      0 69361976   8968  72760    0    0 16000     0 56949 57959  1  0 94  4  0	
 2  0      0 69361976   8968  72760    0    0 16192     4 57705 58689  1  0 94  4  0	
 1  1      0 69361976   8968  72760    0    0 15152     0 59037 59883  1  0 94  4  0	
 1  1      0 69361976   8976  72760    0    0 15328    16 57001 57936  1  0 94  4  0	
 1  1      0 69361976   8976  72760    0    0 14992     0 54632 55596  1  0 94  4  0	
 3  0      0 69361976   8976  72760    0    0 15360     0 56750 57603  1  0 94  4  0	
 0  1      0 69361976   8976  72760    0    0 15184     0 56751 57480  1  1 94  4  0	
 1  1      0 69361976   8976  72764    0    0 15344     0 57294 58315  1  0 94  4  0	
 2  1      0 69361976   8984  72756    0    0 15440    12 57557 58515  1  0 94  4  0	
 1  1      0 69361976   8984  72764    0    0 16256     0 56377 57382  1  0 94  4  0	
 1  1      0 69361976   8984  72764    0    0 14848     0 57066 57947  1  0 94  4  0	
 1  1      0 69361976   8984  72764    0    0 14912     0 58690 59596  1  0 94  4  0	
 2  1      0 69361976   8984  72764    0    0 15360    16 59201 60063  1  0 94  4  0	
 1  1      0 69361976   8984  72764    0    0 15392     0 57213 58088  1  0 94  4  0	
 2  0      0 69361976   8992  72764    0    0 15568    12 57798 58814  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69361976   8992  72764    0    0 15536     0 57256 58308  1  0 94  4  0	
 3  0      0 69361976   8992  72764    0    0 15152     0 55649 56368  1  1 94  4  0	
 1  1      0 69361976   8992  72764    0    0 16080     0 56629 57599  1  0 94  4  0	
 2  0      0 69361976   8992  72764    0    0 15536     0 57226 58194  1  0 94  4  0	
 1  1      0 69361976   9000  72764    0    0 15328    12 58358 59217  1  0 94  4  0	
 2  0      0 69361976   9000  72764    0    0 16176     0 57340 58345  1  0 94  4  0	
 2  0      0 69361976   9000  72768    0    0 15936     0 58263 59208  1  0 94  4  0	
 0  2      0 69361976   9000  72768    0    0 15296     0 57673 58539  1  0 94  4  0	
 2  1      0 69361976   9000  72768    0    0 16000     0 57815 58933  1  0 94  4  0	
 1  1      0 69361976   9000  72768    0    0 15104     0 58785 59761  1  0 94  4  0	
 3  0      0 69361976   9008  72768    0    0 15824    12 57482 58579  1  0 94  4  0	
 1  1      0 69361976   9008  72768    0    0 15744     0 57224 58101  1  1 94  4  0	
 2  1      0 69361976   9008  72768    0    0 16096     8 57865 58847  1  0 94  4  0	
 3  0      0 69361976   9008  72768    0    0 15872     0 58967 60014  1  0 95  4  0	
 1  1      0 69361976   9008  72768    0    0 15856     0 57980 58850  1  0 94  4  0	
