procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 69362352   8136  72616    0    0 15408     0 58473 59071  1  1 94  4  0	
 3  0      0 69362352   8136  72616    0    0 15888     0 58086 58629  1  0 95  4  0	
 2  0      0 69362352   8136  72624    0    0 15744     0 57855 58529  1  0 94  4  0	
 1  1      0 69362352   8136  72624    0    0 15808     0 58629 59162  1  0 94  4  0	
 3  0      0 69362352   8144  72620    0    0 16000    12 57170 57741  1  0 94  4  0	
 2  0      0 69362352   8144  72620    0    0 15216     0 57112 57703  1  0 94  4  0	
 1  1      0 69362352   8144  72620    0    0 15072     0 58000 58458  1  0 94  4  0	
 3  0      0 69362352   8144  72620    0    0 15680     0 58515 59182  1  0 94  4  0	
 2  0      0 69362352   8144  72620    0    0 15792     0 58267 59206  1  1 94  4  0	
 3  0      0 69362352   8152  72612    0    0 16064    12 58370 59408  1  1 94  4  0	
 2  0      0 69362352   8152  72632    0    0 15264     0 59121 60054  1  0 94  4  0	
 2  0      0 69362352   8152  72632    0    0 16352     0 57412 58346  1  0 94  4  0	
 2  0      0 69362352   8152  72632    0    0 15104     0 58002 59027  1  0 94  4  0	
 1  1      0 69362352   8152  72632    0    0 15952     0 58139 59250  1  0 94  4  0	
 1  1      0 69362352   8152  72632    0    0 15584     0 59056 60054  1  1 94  4  0	
 1  1      0 69362352   8160  72624    0    0 15232    12 57637 58858  1  1 94  4  0	
 2  0      0 69362352   8160  72624    0    0 15328     0 57394 58321  1  1 94  4  0	
 2  0      0 69362352   8160  72624    0    0 14848     0 59440 60365  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69362352   8160  72632    0    0 15840     0 58310 59408  1  0 95  4  0	
 1  1      0 69362352   8160  72632    0    0 16768    24 56692 57685  1  0 94  4  0	
 3  0      0 69362352   8168  72624    0    0 16336    24 56439 57429  1  0 94  4  0	
 1  1      0 69362352   8168  72624    0    0 14864     0 59127 60207  1  0 94  4  0	
 1  1      0 69362352   8168  72624    0    0 16032     0 59022 60082  1  1 94  4  0	
 1  1      0 69362352   8168  72624    0    0 15680     0 57968 59022  1  0 94  4  0	
 2  0      0 69362352   8168  72624    0    0 16144     8 57093 58016  1  0 94  4  0	
 1  1      0 69362352   8168  72624    0    0 15504     0 58810 59903  1  0 94  4  0	
 1  1      0 69362352   8176  72632    0    0 15040    24 58547 59525  1  0 94  4  0	
 2  0      0 69362352   8176  72632    0    0 15712     0 56591 57491  1  0 94  4  0	
 2  1      0 69362352   8176  72632    0    0 14976     0 59764 60797  1  0 94  4  0	
 2  1      0 69362352   8176  72632    0    0 15744     0 58707 59662  1  0 95  4  0	
 1  1      0 69362352   8176  72632    0    0 15888     0 58244 59272  1  0 95  4  0	
 1  1      0 69362352   8184  72624    0    0 15328    12 58591 59557  1  0 94  4  0	
 1  1      0 69362352   8184  72624    0    0 15600     0 58150 58870  1  0 94  4  0	
 0  2      0 69362352   8184  72624    0    0 15312     0 59241 60041  1  0 95  4  0	
 1  1      0 69362352   8184  72632    0    0 15248     0 59535 60035  1  1 94  4  0	
 2  0      0 69362352   8184  72632    0    0 15696     0 58479 59329  1  0 94  4  0	
 1  1      0 69362352   8184  72632    0    0 16048     0 56332 56876  1  0 94  4  0	
 1  1      0 69362352   8192  72624    0    0 15872    12 58532 59122  1  0 94  4  0	
 1  1      0 69362352   8192  72624    0    0 15872     0 58135 58683  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69362352   8192  72624    0    0 15904     0 58575 59068  1  0 94  4  0	
 0  2      0 69362352   8192  72624    0    0 15152     0 59149 59613  1  0 95  4  0	
 2  0      0 69362352   8192  72624    0    0 15760     0 57719 58408  1  0 94  4  0	
 1  1      0 69362224   8200  72624    0    0 15296    12 56907 58535  1  0 94  4  0	
 2  0      0 69362224   8200  72624    0    0 15808     0 58804 59353  1  0 94  4  0	
 1  1      0 69362224   8200  72624    0    0 15328     0 59882 60443  1  0 95  4  0	
 1  1      0 69362224   8200  72624    0    0 15920     0 59157 59764  1  0 95  4  0	
 3  0      0 69362224   8200  72624    0    0 15776     0 57931 58407  1  1 94  4  0	
 1  1      0 69362224   8200  72624    0    0 16128     0 57769 58349  1  1 94  4  0	
 2  0      0 69362224   8208  72616    0    0 15872    12 58255 58827  1  0 94  4  0	
 0  2      0 69362224   8208  72616    0    0 15232     0 58989 59603  1  0 94  4  0	
 0  2      0 69362224   8208  72636    0    0 15824     0 57397 57840  1  0 94  4  0	
 1  1      0 69362224   8208  72636    0    0 15664     0 57135 57532  1  0 94  4  0	
 1  1      0 69362224   8208  72636    0    0 16240     0 57605 57950  1  0 94  4  0	
 1  1      0 69362224   8216  72628    0    0 15248    12 57902 58206  1  1 94  4  0	
 2  1      0 69362224   8216  72628    0    0 15984    20 57999 58338  1  0 94  4  0	
 1  1      0 69362224   8216  72628    0    0 16128     0 57331 57695  1  0 94  4  0	
 1  1      0 69362224   8216  72628    0    0 15200     0 58261 58572  1  0 94  4  0	
 2  0      0 69362224   8216  72628    0    0 15520     0 57915 58303  1  0 94  4  0	
 2  0      0 69362224   8216  72640    0    0 15568     0 56945 57286  1  0 94  4  0	
 3  0      0 69362224   8224  72640    0    0 15952    28 57532 57902  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69362224   8224  72640    0    0 15328     0 56272 56498  1  0 94  4  0	
 1  1      0 69362224   8224  72640    0    0 15712     0 57219 57503  1  1 93  4  0	
 0  2      0 69362224   8224  72640    0    0 15072     0 57416 57725  1  0 94  4  0	
 3  0      0 69362224   8224  72640    0    0 15200     0 58097 58442  1  0 94  4  0	
 0  2      0 69362224   8232  72632    0    0 15568    12 58532 58896  1  0 94  4  0	
 0  2      0 69362224   8232  72632    0    0 15616     0 57956 58284  1  0 94  4  0	
 1  1      0 69362224   8232  72640    0    0 15088     0 57088 57383  1  0 94  4  0	
 2  0      0 69362224   8232  72640    0    0 15440     0 58291 58648  1  0 95  4  0	
 1  1      0 69362224   8232  72640    0    0 15552     0 56721 56960  1  0 94  4  0	
 3  0      0 69362224   8232  72640    0    0 15696     0 57987 58342  1  0 94  4  0	
 1  1      0 69362224   8240  72632    0    0 15648    12 57068 57320  1  0 94  4  0	
 0  2      0 69362224   8240  72632    0    0 15248     0 56400 56753  1  0 94  4  0	
 1  1      0 69362224   8240  72632    0    0 15584     0 57132 57519  1  0 94  4  0	
 2  0      0 69362224   8240  72632    0    0 15536     0 56662 57103  1  0 94  4  0	
 1  1      0 69362224   8240  72640    0    0 16032     0 58156 58435  1  0 94  4  0	
 1  1      0 69362224   8248  72632    0    0 15664    12 59235 59712  1  0 94  4  0	
 1  1      0 69362224   8248  72632    0    0 15616     0 57116 57660  1  0 94  4  0	
 3  0      0 69362224   8248  72632    0    0 15488     0 58343 58896  1  1 94  4  0	
 2  0      0 69362224   8248  72632    0    0 16064     0 57930 58540  1  0 94  4  0	
 1  1      0 69362224   8248  72632    0    0 14608     0 59350 59981  1  0 94  4  0	
 2  0      0 69362224   8248  72632    0    0 16080     0 58300 58907  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 69362224   8256  72624    0    0 15264    12 58440 58854  1  0 95  4  0	
 0  2      0 69362224   8256  72644    0    0 15552     0 57869 58270  1  0 94  4  0	
 0  2      0 69362224   8256  72644    0    0 15472     0 58157 58774  1  1 94  4  0	
 2  0      0 69362224   8256  72644    0    0 15712     0 57827 58496  1  0 94  4  0	
 2  0      0 69362224   8256  72644    0    0 15520     4 58600 59159  1  0 95  4  0	
 1  1      0 69362224   8264  72636    0    0 15488    16 57295 57849  1  0 94  4  0	
 2  0      0 69362224   8264  72636    0    0 15488     0 57094 57659  1  1 94  4  0	
 2  0      0 69362224   8264  72636    0    0 15760     0 57461 58118  1  0 94  4  0	
 2  0      0 69362224   8264  72636    0    0 15408     0 58356 59007  1  1 94  4  0	
 2  0      0 69362224   8264  72644    0    0 15952    16 58740 59304  1  1 94  4  0	
 1  1      0 69362224   8272  72644    0    0 16128    24 56894 57569  1  0 94  4  0	
 1  1      0 69362224   8272  72644    0    0 15552     0 57141 57720  1  1 94  4  0	
 1  1      0 69362224   8272  72644    0    0 16096     0 56649 57174  1  0 94  4  0	
 2  1      0 69362224   8272  72644    0    0 15680     0 58135 58740  1  0 94  4  0	
 2  0      0 69362224   8272  72644    0    0 15792     0 57628 58352  1  1 94  4  0	
 2  0      0 69362224   8272  72644    0    0 15984     0 57806 58415  1  1 94  4  0	
 0  2      0 69362224   8280  72636    0    0 15392    12 59000 59670  1  0 94  4  0	
 1  1      0 69362224   8280  72648    0    0 15472     0 58929 59474  1  0 95  4  0	
 1  1      0 69362224   8280  72648    0    0 15088     0 59448 60095  1  0 95  4  0	
 1  1      0 69362224   8280  72648    0    0 15296     0 58467 59007  1  0 94  4  0	
 1  1      0 69362224   8280  72648    0    0 15072     0 59066 59705  1  0 95  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69362224   8288  72640    0    0 15184    12 58195 58817  1  1 94  4  0	
 0  2      0 69362224   8288  72640    0    0 16000     0 58552 59079  1  0 94  4  0	
 3  0      0 69362224   8288  72640    0    0 15248     0 58757 59368  1  0 94  4  0	
 1  1      0 69362224   8288  72640    0    0 15728     0 58621 59047  1  0 94  4  0	
 3  0      0 69362224   8288  72648    0    0 15744     0 57687 58285  1  0 94  4  0	
 2  1      0 69362224   8288  72648    0    0 15760     0 58505 59158  1  0 94  4  0	
 1  1      0 69362224   8296  72640    0    0 15744    12 57658 58222  1  0 95  4  0	
 3  0      0 69362224   8296  72640    0    0 15696     0 58433 59099  1  0 94  4  0	
 2  0      0 69362224   8296  72640    0    0 15344     0 58386 58910  1  0 94  4  0	
 0  2      0 69362224   8296  72640    0    0 15248     4 58526 59058  1  0 94  4  0	
 2  0      0 69362224   8296  72640    0    0 15776     0 58098 58644  1  0 94  4  0	
 0  2      0 69362224   8304  72632    0    0 14896    12 57758 58276  1  1 94  4  0	
 2  0      0 69362224   8304  72652    0    0 16032     0 58334 58926  1  0 94  4  0	
 1  1      0 69362224   8304  72652    0    0 15360     0 59861 60627  1  0 95  4  0	
 3  0      0 69362224   8304  72652    0    0 15344     8 58518 59176  1  1 94  4  0	
 1  1      0 69362224   8304  72652    0    0 16064     0 58315 58945  1  0 94  4  0	
 2  0      0 69362224   8304  72652    0    0 15392     0 57525 58159  1  0 94  4  0	
 1  1      0 69362224   8312  72644    0    0 15792    24 56957 57593  1  0 94  4  0	
 2  0      0 69362224   8312  72644    0    0 15776     0 58610 59134  1  0 94  4  0	
 1  1      0 69362224   8312  72644    0    0 15344     8 58044 58694  1  0 94  4  0	
 2  1      0 69362224   8312  72652    0    0 15936     0 56617 57230  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69362224   8312  72652    0    0 15408     0 55897 56621  1  0 94  4  0	
 2  1      0 69362224   8320  72644    0    0 15712    24 58281 58818  1  0 94  4  0	
 2  1      0 69362224   8320  72644    0    0 16112     0 58002 58713  1  0 94  4  0	
 1  1      0 69362224   8320  72644    0    0 15088    16 59512 60152  1  0 95  4  0	
 1  1      0 69362224   8320  72644    0    0 15840     0 58772 59244  1  0 94  4  0	
 1  1      0 69362224   8320  72644    0    0 15248     0 59491 60171  1  1 94  4  0	
 2  0      0 69362224   8320  72644    0    0 16128     0 58885 59539  1  0 95  4  0	
 0  2      0 69362096   8328  72652    0    0 15392    12 57124 57692  1  0 94  4  0	
 2  0      0 69362096   8328  72652    0    0 15376     0 59145 59877  1  1 94  4  0	
 2  0      0 69362096   8328  72652    0    0 15616     0 57614 58150  1  0 95  4  0	
 2  0      0 69362096   8328  72652    0    0 15408     0 58412 58972  1  0 94  4  0	
 2  0      0 69362096   8328  72652    0    0 15360     0 58469 59092  1  0 94  4  0	
 2  1      0 69362096   8336  72644    0    0 15344    12 58730 59367  1  0 95  4  0	
 1  1      0 69362096   8336  72644    0    0 15296     0 58074 58701  1  1 94  4  0	
 1  1      0 69362096   8336  72644    0    0 15648     0 58788 59427  1  0 94  4  0	
 2  0      0 69362096   8336  72652    0    0 15648     0 59287 59940  1  1 94  4  0	
 0  2      0 69362096   8336  72652    0    0 15952     0 58008 58601  1  1 94  4  0	
 2  0      0 69362096   8336  72652    0    0 15264     0 59506 60135  1  0 95  4  0	
 1  1      0 69362096   8344  72644    0    0 16128    16 57435 58005  1  0 94  4  0	
 3  0      0 69362096   8344  72644    0    0 15936     0 58736 59295  1  0 94  4  0	
 3  0      0 69362096   8344  72644    0    0 15840     0 58550 59200  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 69362096   8344  72644    0    0 16256     0 57115 57740  1  0 94  4  0	
 1  1      0 69362096   8344  72644    0    0 15408     0 59411 59995  1  0 94  4  0	
 3  0      0 69362096   8352  72656    0    0 15040    12 57874 58504  1  1 94  4  0	
 1  1      0 69362096   8352  72656    0    0 15152     8 58043 58635  1  0 94  4  0	
 1  1      0 69362096   8352  72656    0    0 15344     0 60185 59928  1  0 94  4  0	
 1  1      0 69362096   8352  72656    0    0 16224     0 58781 59168  1  0 94  4  0	
 2  0      0 69362096   8352  72656    0    0 15440     0 58711 59225  1  1 94  4  0	
 1  1      0 69362096   8360  72648    0    0 15120    24 59240 59855  1  0 94  4  0	
 2  0      0 69362096   8360  72648    0    0 15552     8 57590 58175  1  0 94  4  0	
 1  1      0 69362096   8360  72648    0    0 15536     0 58658 59142  1  0 94  4  0	
 0  2      0 69362096   8360  72660    0    0 16384     0 58125 58416  1  0 95  4  0	
 2  0      0 69362096   8360  72660    0    0 15344     0 59392 59714  1  0 94  4  0	
 0  2      0 69362096   8360  72660    0    0 15264     0 58400 58617  1  0 94  4  0	
 2  0      0 69362096   8368  72652    0    0 15072    32 59977 60436  1  0 95  4  0	
 1  1      0 69362096   8368  72652    0    0 15760     0 59012 59541  1  1 94  4  0	
 0  2      0 69362096   8368  72652    0    0 15872     0 58355 58775  1  0 94  4  0	
 1  1      0 69362096   8368  72652    0    0 15552     0 59359 59739  1  0 94  4  0	
 3  0      0 69362096   8368  72652    0    0 16080     0 57692 58062  1  0 94  4  0	
 0  2      0 69362096   8376  72664    0    0 16048    36 58726 59073  1  0 94  4  0	
 2  0      0 69362096   8376  72664    0    0 16096     0 58245 58930  1  0 94  4  0	
 1  1      0 69362096   8376  72664    0    0 15888     0 58535 58847  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69362096   8376  72664    0    0 15856     0 57298 57656  1  0 94  4  0	
 1  1      0 69362096   8376  72664    0    0 15568     0 57161 57404  1  0 94  4  0	
 1  1      0 69362096   8384  72656    0    0 15088    12 58984 59250  1  0 94  4  0	
 1  1      0 69362096   8384  72656    0    0 15728     0 55979 56488  1  0 94  4  0	
 1  1      0 69362096   8384  72656    0    0 15296     0 58217 58637  1  0 94  4  0	
 1  1      0 69362096   8384  72668    0    0 15792     0 58003 58386  1  0 94  4  0	
 3  0      0 69362096   8384  72668    0    0 15488     0 58106 58542  1  0 94  4  0	
 2  1      0 69362096   8384  72668    0    0 15712     8 56197 56634  1  0 94  4  0	
 2  0      0 69362096   8392  72660    0    0 15616    32 59216 59780  1  0 95  4  0	
 2  0      0 69362096   8392  72660    0    0 15248     0 58272 58832  1  0 95  4  0	
 1  1      0 69362096   8392  72660    0    0 15856     0 58616 59264  1  0 95  4  0	
 1  1      0 69362096   8392  72660    0    0 16336     0 57417 57946  1  0 94  4  0	
 2  0      0 69362096   8392  72660    0    0 14960     0 58852 59665  1  0 95  4  0	
 2  0      0 69362096   8400  72664    0    0 15520    12 56977 57506  1  0 94  4  0	
 1  1      0 69362096   8400  72664    0    0 15936     0 58001 58655  1  0 94  4  0	
 3  0      0 69362096   8400  72664    0    0 15696     0 59536 60272  1  1 94  4  0	
 2  0      0 69362096   8400  72664    0    0 15456     0 60036 60755  1  0 95  4  0	
 1  1      0 69362096   8400  72664    0    0 16032    12 58194 58883  1  0 94  4  0	
 2  0      0 69362096   8400  72664    0    0 16032     0 57038 57667  1  0 94  4  0	
 3  0      0 69362096   8408  72676    0    0 14256    24 52711 53324  1  0 94  5  0	
 3  0      0 69362096   8408  72676    0    0 15792     0 59101 59887  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69362096   8408  72676    0    0 16080     0 57037 57651  1  1 94  4  0	
 1  1      0 69362096   8408  72676    0    0 15152     8 59757 60362  1  0 95  4  0	
 2  0      0 69362096   8408  72676    0    0 15680     0 59467 60219  1  0 94  4  0	
 3  0      0 69362096   8416  72672    0    0 15216    28 59391 60074  1  0 94  4  0	
 2  1      0 69362096   8416  72672    0    0 16080     0 58281 58816  1  0 94  4  0	
 1  1      0 69362096   8416  72672    0    0 15216     0 60572 61252  1  0 94  4  0	
 1  1      0 69362096   8416  72676    0    0 15552     0 57905 58656  1  1 94  4  0	
 1  1      0 69362096   8416  72676    0    0 16432    32 58245 58910  1  0 94  4  0	
 2  0      0 69362096   8416  72676    0    0 15616     0 59297 59919  1  0 94  4  0	
 2  0      0 69362096   8424  72672    0    0 15568    12 59577 60234  1  0 94  4  0	
 1  1      0 69362096   8424  72672    0    0 15456     0 57339 58021  1  0 94  4  0	
 0  2      0 69362096   8424  72672    0    0 15472     0 59689 60258  1  1 94  4  0	
 1  1      0 69362096   8424  72672    0    0 16320     0 58212 58830  1  0 94  4  0	
 1  1      0 69362096   8424  72672    0    0 16448     0 58110 58779  1  0 94  4  0	
 2  0      0 69362096   8432  72664    0    0 15728    12 57569 58486  1  0 94  4  0	
 1  1      0 69362096   8432  72664    0    0 16336     0 58000 58811  1  0 94  4  0	
 3  0      0 69362096   8432  72676    0    0 16048     0 59272 59478  1  0 94  4  0	
 2  1      0 69362096   8432  72676    0    0 15728     0 59571 60147  1  0 94  4  0	
 2  0      0 69362096   8432  72676    0    0 15712     0 59329 59878  1  1 94  4  0	
 1  1      0 69362096   8432  72676    0    0 16160     0 57215 57774  1  0 94  4  0	
 1  1      0 69362096   8440  72668    0    0 15456    16 58720 59198  1  0 95  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69362096   8440  72668    0    0 15648     0 58615 59121  1  0 94  4  0	
 2  0      0 69362096   8440  72676    0    0 16064     0 58144 58764  1  0 94  4  0	
 1  1      0 69362096   8440  72676    0    0 16384     0 57223 57822  1  0 94  4  0	
 1  1      0 69362096   8440  72676    0    0 15520     0 59039 59412  1  0 94  4  0	
 2  0      0 69362096   8448  72668    0    0 15568    12 59016 59673  1  1 94  4  0	
 1  1      0 69362096   8448  72668    0    0 16000     0 57824 58238  1  0 94  4  0	
 2  0      0 69362096   8448  72668    0    0 15024     8 57630 58011  1  0 94  4  0	
 1  1      0 69362096   8448  72668    0    0 16480     0 57562 57932  1  0 95  4  0	
 1  1      0 69362096   8448  72668    0    0 15904     0 57831 58219  1  0 95  4  0	
 1  1      0 69362096   8448  72668    0    0 15344     0 56253 56618  1  0 94  4  0	
 3  0      0 69362096   8456  72660    0    0 16000    24 56345 56713  1  0 94  4  0	
 0  2      0 69361976   8456  72680    0    0 15184     8 57007 57560  1  0 94  4  0	
 2  0      0 69361976   8456  72680    0    0 15216     0 58979 59599  1  0 94  4  0	
 2  0      0 69361976   8456  72680    0    0 15296     0 59038 59682  1  0 94  4  0	
 2  0      0 69361976   8456  72680    0    0 15984     0 58305 58879  1  0 94  4  0	
 0  2      0 69361976   8464  72672    0    0 15296    24 57286 57790  1  0 94  4  0	
 2  0      0 69361976   8464  72672    0    0 15232     0 58761 59351  1  0 94  4  0	
 2  0      0 69361976   8464  72672    0    0 15824     0 57041 57525  1  0 94  4  0	
 2  0      0 69361976   8464  72672    0    0 16128     0 58302 58860  1  0 94  4  0	
 2  0      0 69361976   8464  72680    0    0 15344     0 57858 58340  1  1 94  4  0	
 0  2      0 69361976   8464  72680    0    0 15632     0 57558 58081  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361976   8472  72672    0    0 15472    32 58651 59196  1  0 94  4  0	
 1  1      0 69361976   8472  72672    0    0 15888     0 58204 58698  1  0 95  4  0	
 2  0      0 69361976   8472  72672    0    0 15744     0 58238 58842  1  0 94  4  0	
 0  2      0 69361976   8472  72672    0    0 15600     0 59277 59702  1  1 95  4  0	
 2  0      0 69361976   8472  72672    0    0 15184     0 58445 59007  1  0 94  4  0	
 2  0      0 69361976   8480  72664    0    0 15968    12 57767 58279  1  0 94  4  0	
 1  1      0 69361976   8480  72684    0    0 15904     0 58087 58512  1  0 94  4  0	
 0  2      0 69361976   8480  72684    0    0 16016     0 58373 59006  1  0 94  4  0	
 2  0      0 69361976   8480  72684    0    0 15408     0 57834 58309  1  1 94  4  0	
 0  2      0 69361976   8480  72684    0    0 15296     0 58183 58710  1  0 94  4  0	
 2  0      0 69361976   8480  72684    0    0 15808     0 57148 57724  1  0 94  4  0	
 2  0      0 69361976   8488  72676    0    0 15232    16 57527 58034  1  0 94  4  0	
 3  0      0 69361976   8488  72676    0    0 16208     0 58771 59257  1  1 94  4  0	
 3  0      0 69361976   8488  72676    0    0 15552     0 59505 60072  1  0 95  4  0	
 1  1      0 69361976   8488  72684    0    0 16000     0 58917 59397  1  0 94  4  0	
 1  1      0 69361976   8488  72684    0    0 16288     0 58589 59103  1  1 94  4  0	
 2  0      0 69361976   8496  72676    0    0 15184    32 60110 60637  1  0 94  4  0	
 1  1      0 69361976   8496  72676    0    0 15952     0 59102 59614  1  0 94  4  0	
 1  1      0 69361976   8496  72676    0    0 15152     0 57455 58041  1  0 95  4  0	
 2  0      0 69361976   8496  72676    0    0 15600     0 59345 59873  1  0 94  4  0	
 2  1      0 69361976   8496  72676    0    0 15536     0 59082 59639  1  1 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69361976   8504  72668    0    0 16064    32 59142 59751  1  0 94  4  0	
 3  0      0 69361976   8504  72696    0    0 16016     0 58942 59435  1  0 95  4  0	
 0  2      0 69361976   8504  72696    0    0 16256     0 58289 58800  1  0 94  4  0	
 2  0      0 69361976   8504  72696    0    0 15312     0 59152 59672  1  0 94  4  0	
 2  0      0 69361976   8504  72696    0    0 15808     0 59450 59910  1  0 95  4  0	
 3  0      0 69361976   8504  72696    0    0 15264     0 58953 59444  1  0 95  4  0	
 1  1      0 69361976   8512  72696    0    0 15488    12 59117 59695  1  0 95  4  0	
 2  1      0 69361976   8512  72696    0    0 16320     0 57348 57863  1  0 94  4  0	
 2  0      0 69361976   8512  72696    0    0 15456     0 59462 60020  1  0 94  4  0	
 2  1      0 69361976   8512  72696    0    0 16032     0 58276 58803  1  1 94  4  0	
 2  0      0 69361976   8512  72696    0    0 15456     0 58713 59270  1  1 94  4  0	
 2  0      0 69361976   8520  72688    0    0 15456    12 58254 58695  2  0 94  4  0	
 2  1      0 69361976   8520  72688    0    0 14768     0 57536 58093  1  0 94  4  0	
 2  1      0 69361976   8520  72696    0    0 14800     0 59652 60034  1  0 95  4  0	
 1  1      0 69361976   8520  72696    0    0 16224     0 57010 57476  1  0 94  4  0	
 2  0      0 69361976   8520  72696    0    0 16016    20 57108 57610  1  0 94  4  0	
 1  1      0 69361976   8520  72696    0    0 15184     0 57472 57781  1  0 94  4  0	
 1  1      0 69361976   8528  72696    0    0 15504    12 55070 55486  1  0 94  4  0	
 1  1      0 69361976   8528  72696    0    0 15664     0 56018 56561  1  0 94  4  0	
 2  0      0 69361976   8528  72696    0    0 15936     0 57805 58325  1  0 94  4  0	
 2  0      0 69361976   8528  72696    0    0 16048     0 58184 59039  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 69361976   8528  72696    0    0 15936     0 58186 59130  1  0 94  4  0	
 2  0      0 69361976   8536  72688    0    0 15264    12 59644 60642  1  0 94  4  0	
 3  0      0 69361976   8536  72688    0    0 15392     0 57117 58154  1  0 94  4  0	
 2  0      0 69361976   8536  72688    0    0 16144     0 56457 57362  1  0 94  4  0	
 1  1      0 69361976   8536  72700    0    0 14880     0 59193 60213  1  0 94  4  0	
 1  1      0 69361976   8536  72700    0    0 15984     0 58604 59650  1  0 94  4  0	
 2  1      0 69361976   8536  72700    0    0 15520     0 58132 59103  1  0 94  4  0	
 3  0      0 69361976   8544  72692    0    0 15968    12 57914 58913  1  0 94  4  0	
 1  1      0 69361976   8544  72692    0    0 15856     0 58979 60029  1  0 95  4  0	
 0  2      0 69361976   8544  72692    0    0 16320     0 58254 59256  1  0 94  4  0	
 3  0      0 69361976   8544  72692    0    0 15936    12 57850 58879  1  0 94  4  0	
 1  1      0 69361976   8544  72692    0    0 16032     0 58386 59501  1  0 95  4  0	
 2  0      0 69361976   8552  72704    0    0 16416    24 58773 59872  1  0 94  4  0	
 2  1      0 69361976   8552  72704    0    0 15424     0 57835 58856  1  0 94  4  0	
 1  1      0 69361976   8552  72704    0    0 15408     0 58684 59765  1  0 94  4  0	
 2  0      0 69361976   8552  72704    0    0 15920     0 58818 59896  1  0 94  4  0	
 1  1      0 69361976   8552  72704    0    0 15312     0 58748 59744  1  0 95  4  0	
 2  0      0 69361976   8552  72704    0    0 16064     0 58847 59793  1  0 94  4  0	
 2  1      0 69361976   8560  72696    0    0 15664    12 58767 59657  1  0 94  4  0	
 2  0      0 69361976   8560  72696    0    0 16000     0 57650 58669  1  0 94  4  0	
 2  0      0 69361976   8560  72704    0    0 15584     0 58362 59368  1  0 94  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 69361976   8560  72704    0    0 15616     0 59482 60585  1  0 95  4  0	
 1  1      0 69361976   8560  72704    0    0 16384     0 58260 59252  1  0 94  4  0	
 2  0      0 69361976   8568  72696    0    0 15680    12 58475 59415  1  0 94  4  0	
 1  1      0 69361976   8568  72696    0    0 16224     0 57646 58559  1  0 94  4  0	
 0  2      0 69361976   8568  72696    0    0 15840     0 58498 59397  1  0 94  4  0	
 2  0      0 69361976   8568  72696    0    0 14816     0 57350 58152  1  0 94  4  0	
 0  2      0 69361976   8568  72696    0    0 15616     0 58302 59262  1  0 95  4  0	
 3  0      0 69361976   8568  72704    0    0 15680     0 59317 60321  1  0 94  4  0	
 2  0      0 69361856   8576  72704    0    0 15968    12 57715 58678  1  1 94  4  0	
