procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42692204  15000 115928    0    0    80     0 79718 79873  2  0 97  0  0	
 3  0      0 42692204  15000 115928    0    0    96     0 80581 81059  1  1 98  0  0	
 2  0      0 42692204  15000 115928    0    0    48    16 79561 80236  2  1 97  0  0	
 2  0      0 42692204  15000 115928    0    0    64     0 79343 80346  1  0 98  0  0	
 3  0      0 42692204  15008 115920    0    0    48    20 79715 81280  2  1 97  0  0	
 2  0      0 42692204  15008 115920    0    0    80     0 79586 81729  2  1 97  0  1	
 2  0      0 42691956  15008 115936    0    0    96     0 79326 81357  2  1 97  0  0	
 3  0      0 42691956  15008 115936    0    0    80     0 79153 80985  1  1 97  0  0	
 3  0      0 42691956  15008 115936    0    0   112     0 78515 80302  2  1 97  0  1	
 2  0      0 42691956  15016 115936    0    0    64    20 79851 81547  2  0 97  0  0	
 3  0      0 42691956  15016 115936    0    0    48     0 80014 81496  1  1 97  0  0	
 3  0      0 42691708  15016 115936    0    0    64     0 79409 80892  2  1 97  0  0	
 4  0      0 42691708  15016 115936    0    0    32     4 78260 79707  2  0 97  0  0	
 3  0      0 42691708  15016 115936    0    0    80     0 78839 79371  1  1 98  0  0	
 2  0      0 42691460  15024 115936    0    0    48    20 80682 81215  2  1 97  0  1	
 4  0      0 42691460  15024 115936    0    0   144     0 81711 82219  2  1 97  0  0	
 2  0      0 42691460  15024 115936    0    0    64     0 81142 81496  2  1 97  0  1	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 42691460  15024 115936    0    0    80     0 81679 82130  2  0 97  0  1	
 2  0      0 42691212  15024 115936    0    0    64     0 79485 80060  2  1 97  0  0	
 2  0      0 42691212  15024 115936    0    0    16     0 81722 82304  2  0 97  0  0	
 2  0      0 42691212  15032 115928    0    0   128    12 81560 81972  2  1 97  0  0	
 3  0      0 42691212  15032 115928    0    0   128     0 81830 82606  2  0 97  0  0	
 2  0      0 42690964  15032 115940    0    0    96    16 82083 83081  2  1 97  0  0	
 2  0      0 42690964  15032 115940    0    0    48     0 82085 83243  2  1 97  0  0	
 2  0      0 42690964  15032 115940    0    0    48     0 81872 82656  2  0 97  0  0	
 2  0      0 42690964  15040 115932    0    0    80    40 73675 75906  2  1 97  0  0	
 2  0      0 42690964  15040 115932    0    0   112     0 69842 72986  2  1 97  0  0	
 2  0      0 42690964  15040 115932    0    0    48     8 82131 82966  2  1 97  0  1	
 2  0      0 42690964  15040 115932    0    0    48     0 81700 82468  2  1 97  0  0	
 3  0      0 42690964  15040 115932    0    0    96     0 82122 83110  2  0 97  0  1	
 3  0      0 42690716  15040 115940    0    0   112     0 82188 83008  2  1 97  0  0	
 2  0      0 42690716  15048 115940    0    0    64    20 82494 83143  2  1 97  0  0	
 3  0      0 42690716  15048 115940    0    0    80     0 82137 82927  2  1 97  0  1	
 3  0      0 42690592  15048 115940    0    0    80     8 81399 82769  2  0 97  0  0	
 2  0      0 42690592  15048 115940    0    0    96     0 81747 82885  2  0 97  0  0	
 3  0      0 42690592  15048 115940    0    0    64     0 81842 82869  2  1 97  0  0	
 3  0      0 42690592  15056 115932    0    0    48    20 81916 82744  2  0 97  0  0	
 2  0      0 42690592  15056 115932    0    0    80     0 81832 82741  2  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 42690344  15056 115944    0    0    64    32 81184 82035  2  0 97  0  1	
 2  0      0 42690344  15056 115944    0    0   144     0 81563 82652  2  1 97  0  0	
 2  0      0 42690344  15056 115944    0    0    96     0 81981 82865  2  1 97  0  0	
 2  0      0 42690344  15056 115944    0    0    32     0 82048 82976  2  1 97  0  0	
 2  0      0 42690344  15064 115936    0    0   112    12 80734 81470  2  1 97  0  1	
 3  0      0 42690344  15064 115936    0    0    80     0 81470 82338  1  1 97  0  0	
 2  0      0 42690344  15064 115936    0    0    80     0 81772 82574  2  0 97  0  1	
 2  0      0 42690344  15064 115936    0    0    32     0 82064 82993  1  0 98  0  1	
 2  0      0 42689848  15064 115944    0    0    80     0 82098 82693  2  1 97  0  0	
 2  0      0 42689724  15072 115936    0    0    96    12 80740 81591  1  1 97  0  0	
 2  0      0 42689724  15072 115936    0    0    16     0 78025 78505  1  1 97  0  0	
 2  0      0 42689724  15072 115936    0    0    96     0 80511 80889  1  0 98  0  0	
 3  0      0 42689476  15072 115944    0    0    96     0 81068 82184  2  1 97  0  1	
 3  0      0 42689352  15072 115944    0    0   128     0 81081 82195  2  0 97  0  0	
 2  0      0 42689352  15072 115944    0    0    32     0 81095 81916  2  1 97  0  0	
 2  0      0 42689352  15080 115936    0    0    48    12 81044 81888  2  1 97  0  0	
 2  0      0 42689228  15080 115944    0    0    16     0 81332 82064  2  1 97  0  1	
 2  0      0 42689228  15080 115944    0    0   128     0 81702 82530  2  1 97  0  1	
 3  0      0 42689228  15080 115944    0    0    80     0 81743 82458  2  1 97  0  0	
 2  0      0 42689228  15080 115944    0    0    64     0 80294 81455  1  1 98  0  0	
 2  0      0 42689228  15088 115936    0    0    80    28 78475 80199  1  1 97  0  1	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42689228  15088 115936    0    0    64     0 79879 81662  2  1 97  0  0	
 2  0      0 42689228  15088 115936    0    0    96     0 79700 81508  2  1 97  0  1	
 2  0      0 42689228  15088 115936    0    0    48     0 79712 81520  2  1 97  0  0	
 2  0      0 42688360  15088 115944    0    0    96     0 79147 81431  2  1 97  0  0	
 2  0      0 42688360  15088 115948    0    0    48     0 78748 81714  2  0 97  0  0	
 2  0      0 42688360  15096 115940    0    0   112    12 79407 81494  2  1 97  0  0	
 2  0      0 42688360  15096 115940    0    0   128     0 79625 81334  2  1 97  0  1	
 2  0      0 42688360  15096 115940    0    0    64     0 79459 81348  1  1 97  0  0	
 2  0      0 42688360  15096 115940    0    0    32     0 79700 81566  2  1 97  0  0	
 3  0      0 42688360  15096 115940    0    0    96     8 78621 80424  2  1 97  0  1	
 2  0      0 42688360  15104 115932    0    0    96    20 79385 81504  2  1 97  0  1	
 2  0      0 42687740  15104 115952    0    0   160     0 80298 81714  1  1 98  0  1	
 2  0      0 42687740  15104 115952    0    0   112     0 79598 81727  1  1 97  0  0	
 2  0      0 42687740  15104 115952    0    0    64     0 79732 81660  2  0 97  0  1	
 3  0      0 42687740  15104 115952    0    0    80     0 79866 81658  2  1 97  0  1	
 3  0      0 42687740  15104 115952    0    0    96     8 79592 81130  1  1 97  0  0	
 2  0      0 42687740  15112 115944    0    0    80    12 79629 81556  2  1 97  0  0	
 2  0      0 42687740  15112 115944    0    0    96     0 79509 81154  1  1 97  0  0	
 3  0      0 42687740  15112 115944    0    0    48     0 79701 81602  2  1 97  0  0	
 3  0      0 42687120  15112 115952    0    0    96     0 77707 79447  2  1 97  0  1	
 2  0      0 42687120  15112 115952    0    0    32     0 79461 81698  2  1 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42687120  15120 115944    0    0    32    12 79787 81580  2  1 97  0  0	
 3  0      0 42687120  15120 115944    0    0   112     0 79920 81586  2  1 97  0  0	
 2  0      0 42687120  15120 115944    0    0    32     0 80871 82364  2  1 97  0  1	
 2  0      0 42687120  15120 115944    0    0    64     0 82659 83634  2  0 97  0  0	
 3  0      0 42687120  15120 115944    0    0    16     0 82495 83524  2  1 97  0  0	
 2  0      0 42687120  15120 115944    0    0    48     0 82136 82778  2  0 97  0  0	
 2  0      0 42686624  15128 115952    0    0    64    12 81774 82396  1  0 98  0  0	
 2  0      0 42686624  15128 115952    0    0    96     0 82104 83027  2  0 97  0  1	
 2  0      0 42686624  15128 115952    0    0    96     0 81698 82713  1  1 97  0  0	
 2  0      0 42686624  15128 115952    0    0   112     8 82372 83432  1  0 97  0  0	
 2  0      0 42686376  15128 115952    0    0    64     0 82243 83467  2  0 97  0  0	
 3  0      0 42686252  15136 115952    0    0   144    20 81873 83175  2  1 97  0  0	
 3  0      0 42686252  15136 115952    0    0    48     0 82158 83320  2  0 97  0  1	
 3  0      0 42686128  15136 115952    0    0    80     0 81503 83307  1  1 97  0  0	
 3  0      0 42686128  15136 115952    0    0    48     0 81978 83352  2  0 97  0  1	
 2  0      0 42686128  15136 115952    0    0    48     0 81824 83416  2  1 97  0  0	
 2  0      0 42686128  15136 115952    0    0    64     0 81224 82617  2  0 97  0  1	
 2  0      0 42685880  15144 115952    0    0    96    16 81681 83091  2  0 97  0  0	
 2  0      0 42685880  15144 115952    0    0   128     0 80922 82257  2  1 97  0  1	
 2  0      0 42685508  15144 115952    0    0    96     4 82147 83308  2  0 97  0  0	
 3  0      0 42685508  15144 115952    0    0    48     0 83045 83986  2  0 98  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42685260  15144 115956    0    0   144     0 81644 83170  2  1 97  0  1	
 2  0      0 42685136  15152 115948    0    0   160    12 81359 83146  2  0 97  0  0	
 4  0      0 42685136  15152 115948    0    0   128     0 81831 83165  2  1 97  0  0	
 3  0      0 42684888  15152 115956    0    0    64     0 81875 83418  2  0 97  0  1	
 2  0      0 42684888  15152 115956    0    0   112     0 81844 83259  2  0 97  0  0	
 3  0      0 42684640  15152 115956    0    0   128     0 81657 82868  1  1 97  0  0	
 2  0      0 42684640  15152 115956    0    0    96     0 81455 83292  2  0 97  0  1	
 3  0      0 42684516  15160 115948    0    0   112    12 80082 81290  2  1 97  0  0	
 3  0      0 42684392  15160 115960    0    0    48    12 81542 83346  2  0 97  0  1	
 2  0      0 42684392  15160 115960    0    0    64     0 81647 83254  2  1 97  0  0	
 2  0      0 42684268  15160 115960    0    0    48     0 81926 83418  2  0 97  0  0	
 2  0      0 42684144  15160 115960    0    0    96     0 81673 83290  2  0 97  0  0	
 2  0      0 42684144  15168 115952    0    0    96    12 81735 83319  1  1 98  0  0	
 3  0      0 42684144  15168 115960    0    0    48     0 81188 82511  2  1 97  0  1	
 2  0      0 42684020  15168 115960    0    0    80     0 80078 81712  1  1 97  0  0	
 2  0      0 42683896  15168 115960    0    0   112     0 79716 81618  1  1 97  0  0	
 3  0      0 42683772  15168 115960    0    0    96     0 79634 81850  2  1 97  0  1	
 2  0      0 42683772  15168 115960    0    0    16     0 78873 80645  2  1 97  0  1	
 2  0      0 42683772  15176 115960    0    0    48    12 80504 82298  2  1 97  0  0	
 3  0      0 42683648  15180 115960    0    0   112     8 79500 81092  1  1 98  0  0	
 2  0      0 42683516  15180 115960    0    0    64     0 79619 80622  1  1 97  0  1	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42683516  15180 115960    0    0    64     0 79745 80918  2  0 97  0  0	
 2  0      0 42683516  15180 115960    0    0   112     0 79737 80216  2  0 97  0  0	
 4  0      0 42683268  15188 115952    0    0    80    28 74979 76423  2  1 97  0  0	
 2  0      0 42683144  15188 115960    0    0    64     4 78532 78983  1  1 97  0  0	
 2  0      0 42683144  15188 115960    0    0    64     0 79543 80050  2  1 97  0  0	
 3  0      0 42683020  15188 115960    0    0    96     0 79798 80254  2  1 97  0  1	
 2  0      0 42682896  15188 115960    0    0    80     0 78936 79511  2  1 97  0  0	
 2  0      0 42682896  15188 115960    0    0    96     0 79675 80240  2  1 97  0  0	
 3  0      0 42682772  15200 115960    0    0    64    20 79890 80465  1  1 97  0  1	
 2  0      0 42682648  15200 115960    0    0    80     0 79917 80427  2  1 97  0  0	
 3  0      0 42682524  15200 115960    0    0    96     0 79858 80337  2  1 97  0  0	
 2  0      0 42682524  15200 115960    0    0    64     0 79767 80382  2  1 97  0  1	
 3  0      0 42682524  15200 115960    0    0    80     0 79738 80183  2  1 97  0  0	
 3  0      0 42682400  15208 115960    0    0    64    28 79761 80204  2  1 97  0  0	
 3  0      0 42682276  15208 115964    0    0    32     0 79233 79716  2  1 97  0  0	
 2  0      0 42682276  15208 115964    0    0    64     0 79884 80328  2  1 97  0  0	
 3  0      0 42682152  15208 115964    0    0    80     0 78358 78902  2  1 97  0  0	
 2  0      0 42682152  15208 115964    0    0    48     0 79916 80431  2  1 97  0  0	
 3  0      0 42682152  15216 115956    0    0    48    12 79867 80378  2  1 97  0  0	
 2  0      0 42681904  15216 115964    0    0    96     0 79718 80348  2  1 97  0  0	
 3  0      0 42681904  15216 115964    0    0    96     0 78925 79312  2  1 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42681904  15216 115964    0    0    48     0 78823 78910  1  1 97  0  1	
 2  0      0 42681780  15216 115964    0    0    48     0 78664 78812  1  1 97  0  0	
 2  0      0 42681656  15216 115964    0    0    80    20 78675 78763  1  1 97  0  1	
 3  0      0 42681656  15224 115964    0    0    80    12 78365 78444  1  1 97  0  0	
 3  0      0 42681532  15224 115964    0    0    64     0 78711 78782  2  1 97  0  0	
 2  0      0 42681532  15224 115964    0    0    32     0 77851 77929  1  1 97  0  0	
 2  0      0 42681408  15224 115964    0    0    48     0 78560 78672  1  1 97  0  1	
 2  0      0 42681408  15224 115964    0    0    48     0 78696 78808  1  1 97  0  0	
 3  0      0 42681408  15232 115968    0    0    80    12 78672 78800  2  0 97  0  0	
 2  0      0 42681284  15232 115968    0    0   128     0 78671 78745  2  1 97  0  0	
 2  0      0 42681160  15232 115968    0    0    80     0 78680 78782  1  1 97  0  1	
 3  0      0 42681036  15232 115968    0    0    80     0 78715 78800  1  1 97  0  0	
 2  0      0 42681036  15232 115968    0    0    32     8 79361 79457  1  1 97  0  0	
 3  0      0 42681036  15232 115968    0    0    48     0 78886 78957  2  1 97  0  0	
 2  0      0 42681036  15240 115968    0    0    48    24 78630 78760  2  1 97  0  1	
 2  0      0 42680912  15240 115968    0    0   128     0 77768 77862  1  1 97  0  0	
 3  0      0 42680788  15240 115968    0    0    48     0 78680 78819  1  1 97  0  0	
 2  0      0 42680788  15240 115968    0    0    96     0 80192 80238  1  0 98  0  1	
 3  0      0 42680416  15240 115968    0    0    96     8 80324 80465  2  0 97  0  0	
 2  0      0 42680416  15248 115964    0    0    48    24 81156 81219  2  1 97  0  0	
 3  0      0 42680292  15248 115968    0    0    48     0 81489 81915  2  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42680292  15248 115968    0    0    64     0 80832 81544  2  1 97  0  0	
 2  0      0 42680292  15248 115968    0    0    96     0 81251 81750  2  0 97  0  0	
 2  0      0 42680044  15248 115968    0    0    64     0 79795 80366  1  1 97  0  0	
 2  0      0 42680044  15248 115968    0    0    96     0 79645 80227  2  0 97  0  0	
 2  0      0 42680044  15256 115960    0    0   112    12 77816 78271  2  1 97  0  0	
 2  0      0 42680044  15256 115960    0    0    48     0 79256 79708  1  1 98  0  0	
 3  0      0 42680044  15256 115960    0    0    16     0 79287 79845  1  1 97  0  0	
 2  0      0 42680044  15256 115960    0    0    64     0 79126 79566  2  0 98  0  0	
 2  0      0 42680044  15256 115960    0    0    16     0 78993 79469  2  1 97  0  0	
 2  0      0 42680044  15264 115952    0    0    96    12 79124 79627  2  1 97  0  0	
 2  0      0 42679548  15264 115972    0    0    16     0 79034 79707  2  1 97  0  0	
 3  0      0 42679548  15264 115972    0    0    48     0 78958 79753  1  1 97  0  0	
 2  0      0 42679548  15264 115972    0    0    96    16 78625 79548  1  1 97  0  1	
 3  0      0 42679548  15264 115972    0    0    64     0 79001 80028  2  1 97  0  1	
 2  0      0 42679548  15264 115972    0    0    48     0 78735 79649  2  1 97  0  0	
 2  0      0 42679300  15272 115972    0    0    16    12 81284 81963  2  1 97  0  0	
 2  0      0 42679300  15272 115972    0    0    64     0 80805 80833  1  1 98  0  0	
 4  0      0 42679300  15272 115972    0    0    32     0 80637 80748  1  0 98  0  0	
 3  0      0 42679300  15272 115972    0    0    16     0 80848 80930  1  0 98  0  1	
 3  0      0 42679176  15272 115972    0    0    96     0 80386 80498  1  0 98  0  0	
 2  0      0 42679176  15280 115972    0    0    64    12 80391 80456  2  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42679176  15280 115972    0    0    32     0 80670 80794  1  0 98  0  0	
 2  0      0 42679176  15280 115972    0    0    48     8 80313 80392  1  0 97  0  1	
 2  0      0 42679176  15280 115972    0    0    64     0 80536 80587  1  1 98  0  0	
 2  0      0 42679176  15280 115972    0    0   112     0 79499 79579  2  1 97  0  0	
 2  0      0 42679176  15280 115972    0    0   176     0 80236 80316  1  0 98  0  1	
 2  0      0 42678928  15288 115972    0    0    96    24 80303 80421  2  0 97  0  0	
 2  0      0 42678804  15288 115972    0    0   144     0 80325 80412  2  1 97  0  0	
 3  0      0 42678804  15288 115972    0    0    32     0 79649 79719  1  1 97  0  0	
 2  0      0 42678680  15288 115972    0    0   112     0 80384 80480  2  1 97  0  1	
 3  0      0 42678680  15288 115972    0    0    48     0 80180 80245  2  1 97  0  0	
 2  0      0 42678556  15296 115968    0    0    64    12 80488 80553  2  0 97  0  0	
 2  0      0 42678556  15296 115968    0    0    32     8 80927 80974  2  0 97  0  1	
 3  0      0 42678432  15296 115976    0    0    80     0 80487 80623  1  0 98  0  0	
 2  0      0 42678308  15296 115976    0    0    64     0 79326 79423  2  1 97  0  0	
 2  0      0 42678308  15296 115976    0    0    96     0 80572 80647  2  0 97  0  1	
 2  0      0 42678184  15296 115976    0    0    64     0 80510 80589  2  0 97  0  0	
 2  0      0 42678184  15304 115976    0    0   112    24 80528 80612  2  1 97  0  0	
 3  0      0 42677936  15304 115976    0    0   112     0 80465 80543  1  0 98  0  1	
 3  0      0 42677936  15304 115976    0    0    80     0 80665 80706  1  0 98  0  0	
 2  0      0 42677812  15304 115980    0    0   128     0 80184 80282  1  1 97  0  1	
 3  0      0 42677812  15304 115980    0    0    16     0 80408 80518  2  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 42677812  15312 115972    0    0    32    16 80230 80338  1  1 98  0  0	
 2  0      0 42677812  15312 115972    0    0    64     0 80450 80508  2  0 97  0  1	
 2  0      0 42677564  15312 115980    0    0    32     0 79137 79232  2  1 97  0  0	
 2  0      0 42677564  15312 115980    0    0    16     0 79800 79887  1  0 98  0  1	
 2  0      0 42677440  15312 115980    0    0    48     0 80543 80612  2  0 97  0  0	
 3  0      0 42677440  15312 115980    0    0    96     0 80026 80096  1  0 98  0  1	
 3  0      0 42677192  15320 115980    0    0   128    36 80287 80301  2  0 97  0  0	
 3  0      0 42677068  15320 115980    0    0   128     0 80281 80387  1  0 98  0  0	
 2  0      0 42677068  15320 115980    0    0    96     0 80490 80547  2  0 97  0  0	
 2  0      0 42677068  15320 115980    0    0    32     0 80234 80284  2  1 97  0  0	
 2  0      0 42677068  15320 115980    0    0    48     0 79287 79296  1  0 97  0  1	
 2  0      0 42676820  15328 115980    0    0    64    32 79376 79426  2  0 97  0  0	
 2  0      0 42676820  15328 115980    0    0    16     0 79321 79330  2  1 97  0  0	
 3  0      0 42676820  15328 115980    0    0    80     0 80501 80532  2  0 98  0  1	
 3  0      0 42676820  15328 115980    0    0   144     0 80779 80874  2  0 97  0  0	
 2  0      0 42676820  15328 115980    0    0    32     0 80830 80924  1  0 98  0  1	
 3  0      0 42676696  15328 115980    0    0    32     0 80982 81073  1  1 98  0  0	
 3  0      0 42676696  15336 115972    0    0    80    12 80989 81048  2  0 97  0  1	
 2  0      0 42676696  15336 115972    0    0    64     0 80611 80708  2  0 97  0  0	
 3  0      0 42676696  15336 115972    0    0    32     0 80748 80810  2  1 97  0  1	
 2  0      0 42676696  15336 115972    0    0    64     0 80157 80232  1  1 98  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 42676696  15336 115972    0    0    16     4 80529 80641  2  0 98  0  0	
 2  0      0 42676696  15344 115964    0    0    96    12 79431 79469  2  1 97  0  0	
 2  0      0 42676696  15344 115964    0    0    96     0 80528 80575  1  0 98  0  1	
 2  0      0 42675952  15344 115980    0    0    96     0 80375 80447  2  0 98  0  0	
 2  0      0 42675952  15344 115980    0    0    32     0 80737 80790  1  0 98  0  0	
 3  0      0 42675952  15344 115980    0    0   112     0 80333 80442  1  0 98  0  0	
 2  0      0 42675952  15344 115980    0    0    48     0 80643 80705  2  0 98  0  1	
 2  0      0 42675952  15352 115980    0    0    80    12 79915 79957  2  1 97  0  0	
 2  0      0 42675952  15352 115980    0    0    80     0 80420 80499  1  1 97  0  0	
 3  0      0 42675952  15352 115980    0    0   128     0 80358 80441  2  0 97  0  1	
 4  0      0 42675952  15352 115980    0    0    32     4 80600 80663  2  1 97  0  0	
